# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: snow-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: canopy-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: evapotranspiration [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface-total_evapotranspiration
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow precipitation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: snow-precipitation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface-precipitation_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy evaporation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: canopy-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy drainage [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: canopy-drainage
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy interception [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: canopy-interception
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow evaporation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: snow-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snowmelt [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: snow-melt
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow throughfall + canopy drainage [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: canopy-throughfall_drainage_snow
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface evaporation [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: water throughfall + canopy drainage [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: canopy-throughfall_drainage_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: transpiration [m d^-1]
# Region: surface domain
# Reduction: average
# Variable: surface-transpiration
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: exfiltration [mol d^-1]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# =============================================================================
"time [d]","surface water content [mol]","subsurface water content [mol]","snow water content [mol]","canopy water content [mol]","evapotranspiration [m d^-1]","snow precipitation [m d^-1]","rain precipitation [m d^-1]","canopy evaporation [m d^-1]","canopy drainage [m d^-1]","canopy interception [m d^-1]","snow evaporation [m d^-1]","snowmelt [m d^-1]","snow throughfall + canopy drainage [m d^-1]","surface evaporation [m d^-1]","water throughfall + canopy drainage [m d^-1]","transpiration [m d^-1]","exfiltration [mol d^-1]"
3.230000000000e+02,0.000000000000e+00,2.166521513226e+05,0.000000000000e+00,6.895847336266e+01,2.152502763642e-03,0.000000000000e+00,1.205581395349e-02,1.437552345298e-03,1.570823299490e-03,3.007777944295e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.149504183434e-04,1.061885930868e-02,0.000000000000e+00,-5.447149889687e+02
3.240000000000e+02,0.000000000000e+00,2.166183512867e+05,0.000000000000e+00,3.435546627874e+01,1.243691562648e-03,0.000000000000e+00,0.000000000000e+00,6.291455833440e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.145459793039e-04,0.000000000000e+00
3.250000000000e+02,0.000000000000e+00,2.165620389325e+05,0.000000000000e+00,1.638552348790e+01,1.350588990645e-03,0.000000000000e+00,0.000000000000e+00,3.267262325608e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.023862758085e-03,0.000000000000e+00
3.260000000000e+02,0.000000000000e+00,2.164933024981e+05,0.000000000000e+00,7.631382425229e+00,1.408919556339e-03,0.000000000000e+00,0.000000000000e+00,1.591662011395e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.249753355200e-03,0.000000000000e+00
3.270000000000e+02,0.000000000000e+00,2.164624373714e+05,0.000000000000e+00,5.102301327252e+00,6.071674175227e-04,0.000000000000e+00,0.000000000000e+00,4.598329269051e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.611841248322e-04,0.000000000000e+00
3.280000000000e+02,0.000000000000e+00,2.166181652739e+05,0.000000000000e+00,4.261405436300e+01,5.051563883117e-04,0.000000000000e+00,4.018604651163e-03,3.203844341196e-04,0.000000000000e+00,1.002416307497e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.016188343666e-03,1.847719541921e-04,-1.658903589016e+02
3.290000000000e+02,0.000000000000e+00,2.178800059771e+05,0.000000000000e+00,6.940288525485e+01,1.686654285686e-03,0.000000000000e+00,2.511627906977e-02,1.426353101915e-03,4.351447661366e-03,6.264870415859e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.603011837713e-04,2.320285631527e-02,0.000000000000e+00,-1.261840532233e+03
3.300000000000e+02,0.000000000000e+00,2.178199549938e+05,0.000000000000e+00,3.406664884486e+01,1.734313322479e-03,0.000000000000e+00,0.000000000000e+00,6.424770256361e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.739619529081e-04,0.000000000000e+00,6.178743439344e-04,2.606790740995e+01
3.310000000000e+02,0.000000000000e+00,2.178048695899e+05,0.000000000000e+00,2.500717921720e+01,4.389975956982e-04,0.000000000000e+00,0.000000000000e+00,1.647176295938e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.742799661044e-04,0.000000000000e+00
3.320000000000e+02,0.000000000000e+00,2.191967906972e+05,0.000000000000e+00,6.946627420614e+01,1.009578990160e-03,0.000000000000e+00,2.712558139535e-02,5.039359783204e-04,5.453001669943e-03,6.765284829880e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.056430118400e-04,2.581329823541e-02,0.000000000000e+00,-1.391921037296e+03
3.330000000000e+02,0.000000000000e+00,2.193702279948e+05,0.000000000000e+00,6.645014937406e+01,9.200378079278e-04,0.000000000000e+00,4.018604651163e-03,7.591580319930e-04,2.979054621720e-04,1.002224860854e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.608797759348e-04,3.314285252480e-03,0.000000000000e+00,-1.734373012100e+02
3.340000000000e+02,0.000000000000e+00,2.193301446250e+05,0.000000000000e+00,3.101726625314e+01,1.373022782602e-03,0.000000000000e+00,0.000000000000e+00,6.442342385622e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.287885440396e-04,0.000000000000e+00
3.350000000000e+02,0.000000000000e+00,2.192611881347e+05,0.000000000000e+00,1.340951843845e+01,1.573895235091e-03,0.000000000000e+00,0.000000000000e+00,3.201408693580e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.253754365733e-03,0.000000000000e+00
3.360000000000e+02,0.000000000000e+00,2.191764319013e+05,0.000000000000e+00,5.567654499494e+00,1.683601771221e-03,0.000000000000e+00,0.000000000000e+00,1.425793443446e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.541022426876e-03,0.000000000000e+00
3.370000000000e+02,0.000000000000e+00,2.190717030582e+05,0.000000000000e+00,2.385450091021e+00,1.962018202008e-03,0.000000000000e+00,0.000000000000e+00,5.785826197224e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.718101165224e-04,0.000000000000e+00,1.532349823514e-03,2.044955640873e+01
3.380000000000e+02,0.000000000000e+00,2.189727443322e+05,0.000000000000e+00,1.056587066785e+00,1.823411431311e-03,0.000000000000e+00,0.000000000000e+00,2.416114589521e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.283063668765e-04,0.000000000000e+00,1.470943918539e-03,1.805685017821e+01
3.390000000000e+02,0.000000000000e+00,2.188886920213e+05,0.000000000000e+00,4.597309125074e-01,1.539075766885e-03,0.000000000000e+00,0.000000000000e+00,1.085193007777e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.528223836807e-03,0.000000000000e+00
3.400000000000e+02,0.000000000000e+00,2.187952287933e+05,0.000000000000e+00,1.882895966157e-01,1.704266716751e-03,0.000000000000e+00,0.000000000000e+00,4.935296652576e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.699331420099e-03,0.000000000000e+00
3.410000000000e+02,0.000000000000e+00,2.186957227330e+05,0.000000000000e+00,7.423481483201e-02,1.811274821219e-03,0.000000000000e+00,0.000000000000e+00,2.073723305158e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.809201097914e-03,0.000000000000e+00
3.420000000000e+02,0.000000000000e+00,2.185936256584e+05,0.000000000000e+00,2.877638137074e-02,1.857136967657e-03,0.000000000000e+00,0.000000000000e+00,8.265169720231e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.856310450685e-03,0.000000000000e+00
3.430000000000e+02,0.000000000000e+00,2.185116961403e+05,0.000000000000e+00,1.267175887025e-02,1.489920415492e-03,0.000000000000e+00,0.000000000000e+00,2.928113181907e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.489627604174e-03,0.000000000000e+00
3.440000000000e+02,0.000000000000e+00,2.184578407690e+05,0.000000000000e+00,8.069643589978e-03,9.792721810460e-04,0.000000000000e+00,0.000000000000e+00,8.367482327766e-08,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.125684003061e-04,0.000000000000e+00,6.666201059166e-04,1.719126201683e+01
3.450000000000e+02,0.000000000000e+00,2.191127225984e+05,0.000000000000e+00,6.493134293486e+01,2.987053104563e-03,0.000000000000e+00,1.607441860465e-02,1.344715276547e-03,1.481644688532e-03,4.006783115830e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.642337828016e-03,1.354928017735e-02,0.000000000000e+00,-6.548818292136e+02
3.460000000000e+02,0.000000000000e+00,2.190792456168e+05,0.000000000000e+00,3.180129631887e+01,1.211036940579e-03,0.000000000000e+00,0.000000000000e+00,6.023644839270e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.086724566517e-04,0.000000000000e+00
3.470000000000e+02,0.000000000000e+00,2.190220293864e+05,0.000000000000e+00,1.468234891716e+01,1.351548633684e-03,0.000000000000e+00,0.000000000000e+00,3.112535891220e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.040295044562e-03,0.000000000000e+00
3.480000000000e+02,0.000000000000e+00,2.189355140081e+05,0.000000000000e+00,6.760413481519e+00,1.717040605376e-03,0.000000000000e+00,0.000000000000e+00,1.440351897390e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.625540445572e-04,0.000000000000e+00,1.210451371080e-03,1.994047245065e+01
3.490000000000e+02,0.000000000000e+00,2.188660381689e+05,0.000000000000e+00,3.312038191870e+00,1.325895374428e-03,0.000000000000e+00,0.000000000000e+00,6.269773253907e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.258467710606e-04,0.000000000000e+00,1.137350870828e-03,6.921572408333e+00
3.500000000000e+02,0.000000000000e+00,2.188195641021e+05,0.000000000000e+00,1.883462875059e+00,8.709571319114e-04,0.000000000000e+00,0.000000000000e+00,2.597409666931e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.449830352421e-04,0.000000000000e+00
3.510000000000e+02,0.000000000000e+00,2.187696695938e+05,0.000000000000e+00,1.051165381218e+00,9.223055884667e-04,0.000000000000e+00,0.000000000000e+00,1.513268170619e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.961590080142e-05,0.000000000000e+00,8.875570059590e-04,1.078874544078e+00
3.520000000000e+02,0.000000000000e+00,2.187035902332e+05,0.000000000000e+00,5.077564144892e-01,1.211323085721e-03,0.000000000000e+00,0.000000000000e+00,9.880163031429e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.201442922690e-03,0.000000000000e+00
3.530000000000e+02,0.000000000000e+00,2.186396073325e+05,0.000000000000e+00,2.489593390210e-01,1.168030870035e-03,0.000000000000e+00,0.000000000000e+00,4.705401372150e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.163325468663e-03,0.000000000000e+00
3.540000000000e+02,0.000000000000e+00,2.185504442386e+05,0.000000000000e+00,1.315628061475e-01,1.623282842257e-03,0.000000000000e+00,0.000000000000e+00,2.134482415882e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.279758619725e-04,0.000000000000e+00,9.931724978687e-04,3.453867240849e+01
3.550000000000e+02,0.000000000000e+00,2.184832125814e+05,0.000000000000e+00,7.330158381533e-02,1.223453011269e-03,0.000000000000e+00,0.000000000000e+00,1.059294951494e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.434400136052e-04,0.000000000000e+00,8.789537027120e-04,1.888920074829e+01
3.560000000000e+02,0.000000000000e+00,2.184325621652e+05,0.000000000000e+00,4.324734327613e-02,9.214639505121e-04,0.000000000000e+00,0.000000000000e+00,5.464407370764e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.577456629435e-04,0.000000000000e+00,7.631718468315e-04,8.676011461891e+00
3.570000000000e+02,0.000000000000e+00,2.183969500167e+05,0.000000000000e+00,2.713321940600e-02,6.477865944949e-04,0.000000000000e+00,0.000000000000e+00,2.929840703659e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.474936104245e-04,0.000000000000e+00
3.580000000000e+02,0.000000000000e+00,2.183770288735e+05,0.000000000000e+00,2.032904762135e-02,3.623263181658e-04,0.000000000000e+00,0.000000000000e+00,1.237122142663e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.622026059515e-04,0.000000000000e+00
3.590000000000e+02,0.000000000000e+00,2.184378123167e+05,0.000000000000e+00,2.402865534103e+01,1.472283788813e-03,0.000000000000e+00,3.013953488372e-03,3.134720348670e-04,0.000000000000e+00,7.499870583836e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.014447667951e-04,2.263966429988e-03,4.573669871508e-04,-8.593869147564e+01
3.600000000000e+02,0.000000000000e+00,2.184378123176e+05,2.875939803492e+02,5.889538991762e+01,1.074223295395e-03,7.032558139535e-03,0.000000000000e+00,5.473356010885e-04,4.729380818513e-04,1.749627066185e-03,5.268876943063e-04,0.000000000000e+00,5.755869155202e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3.610000000000e+02,0.000000000000e+00,2.184251208771e+05,2.875939803492e+02,3.689675813636e+01,6.307285908016e-04,0.000000000000e+00,0.000000000000e+00,3.999751232957e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.307534675059e-04,0.000000000000e+00
3.620000000000e+02,0.000000000000e+00,2.183872161775e+05,2.875939803492e+02,1.871495802449e+01,1.019754543323e-03,0.000000000000e+00,0.000000000000e+00,3.305781838521e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.891763594713e-04,0.000000000000e+00
3.630000000000e+02,0.000000000000e+00,2.184105408630e+05,2.038228067677e+02,8.370213702012e+00,1.287113317018e-03,0.000000000000e+00,0.000000000000e+00,1.880862604087e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.523112246937e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.099027056609e-03,-8.377117358153e+01
3.640000000000e+02,0.000000000000e+00,2.184385415013e+05,1.387341616647e+02,5.473544025697e+00,7.305640900066e-04,0.000000000000e+00,0.000000000000e+00,5.623669116755e-05,0.000000000000e+00,0.000000000000e+00,1.467073574331e-04,1.036722553531e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.276200414060e-04,-5.701974044419e+01
3.650000000000e+02,0.000000000000e+00,2.186019944972e+05,9.275721094746e+01,3.528405645121e+01,2.385078351405e-03,0.000000000000e+00,5.023255813953e-03,7.460936342850e-04,0.000000000000e+00,1.248346610762e-03,8.359445584953e-04,0.000000000000e+00,0.000000000000e+00,3.570648285328e-04,3.774909203192e-03,4.459753300920e-04,-1.879814406062e+02
3.660000000000e+02,0.000000000000e+00,2.185651059672e+05,7.707007490712e+01,1.990626797598e+01,1.239931442433e-03,0.000000000000e+00,0.000000000000e+00,2.840102381706e-04,0.000000000000e+00,0.000000000000e+00,2.852206552790e-04,0.000000000000e+00,0.000000000000e+00,1.568370216563e-04,0.000000000000e+00,5.138635273273e-04,8.626036191099e+00
3.670000000000e+02,0.000000000000e+00,2.185103474667e+05,7.707007490712e+01,9.124965557127e+00,1.191632781754e-03,0.000000000000e+00,0.000000000000e+00,1.960236803429e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.956091014115e-04,0.000000000000e+00
3.680000000000e+02,0.000000000000e+00,2.184463062960e+05,7.707007490712e+01,4.044157283618e+00,1.256763256199e-03,0.000000000000e+00,0.000000000000e+00,9.237833224562e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.164384923954e-03,0.000000000000e+00
3.690000000000e+02,0.000000000000e+00,2.183693929660e+05,5.201611123110e+01,2.080131317388e+00,1.890653655748e-03,0.000000000000e+00,0.000000000000e+00,3.671198056441e-05,0.000000000000e+00,0.000000000000e+00,4.555266122912e-04,0.000000000000e+00,0.000000000000e+00,4.720846719246e-04,0.000000000000e+00,9.263303909681e-04,2.596465695585e+01
3.700000000000e+02,0.000000000000e+00,2.183156107174e+05,5.201611123110e+01,1.033245338314e+00,9.968933600648e-04,0.000000000000e+00,0.000000000000e+00,1.903429052863e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.778590695362e-04,0.000000000000e+00
3.710000000000e+02,0.000000000000e+00,2.182974234198e+05,5.201611123110e+01,7.688720888521e-01,3.354849259493e-04,0.000000000000e+00,0.000000000000e+00,4.806786353845e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.306781395955e-04,0.000000000000e+00
3.720000000000e+02,0.000000000000e+00,2.182974234197e+05,4.585485955973e+02,5.351361385573e+01,1.617441829301e-03,1.004651162791e-02,0.000000000000e+00,9.032407307985e-04,5.509043952294e-04,2.491715208885e-03,7.142010985026e-04,0.000000000000e+00,8.105700814251e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3.730000000000e+02,0.000000000000e+00,2.182699616113e+05,4.585485955973e+02,2.627273965225e+01,9.945942309365e-04,0.000000000000e+00,0.000000000000e+00,4.952886218815e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.993056090550e-04,0.000000000000e+00
3.740000000000e+02,0.000000000000e+00,2.182321605929e+05,4.473652887817e+02,1.333641153340e+01,1.125830063442e-03,0.000000000000e+00,0.000000000000e+00,2.352059657974e-04,0.000000000000e+00,0.000000000000e+00,2.033328511920e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.872912464529e-04,0.000000000000e+00
3.750000000000e+02,0.000000000000e+00,2.181995681744e+05,4.096267536403e+02,7.674651199279e+00,1.381685709414e-03,0.000000000000e+00,0.000000000000e+00,1.029410969839e-04,0.000000000000e+00,0.000000000000e+00,6.861551843888e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.925894280415e-04,0.000000000000e+00
3.760000000000e+02,0.000000000000e+00,2.181667140923e+05,3.883641770086e+02,4.512727950544e+00,1.041428767043e-03,0.000000000000e+00,0.000000000000e+00,5.748951361337e-05,0.000000000000e+00,0.000000000000e+00,3.865923023949e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.973469510351e-04,0.000000000000e+00
3.770000000000e+02,0.000000000000e+00,2.181209882918e+05,3.883641770086e+02,2.325689203187e+00,8.711425335841e-04,0.000000000000e+00,0.000000000000e+00,3.976434086102e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.313781927231e-04,0.000000000000e+00
3.780000000000e+02,0.000000000000e+00,2.180547109988e+05,3.883641770086e+02,9.943816485572e-01,1.229247286403e-03,0.000000000000e+00,0.000000000000e+00,2.420559190237e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.205041694501e-03,0.000000000000e+00
3.790000000000e+02,0.000000000000e+00,2.179941850983e+05,3.883641770086e+02,4.478550725182e-01,1.110407766674e-03,0.000000000000e+00,0.000000000000e+00,9.936846837072e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.100470919836e-03,0.000000000000e+00
3.800000000000e+02,0.000000000000e+00,2.179285954902e+05,3.451377765275e+02,1.924042881213e-01,1.983117444110e-03,0.000000000000e+00,0.000000000000e+00,4.644559716307e-06,0.000000000000e+00,0.000000000000e+00,7.859345542018e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.192538330192e-03,0.000000000000e+00
3.810000000000e+02,0.000000000000e+00,2.178816285151e+05,3.117862560737e+02,9.849297303426e-02,1.462043763298e-03,0.000000000000e+00,0.000000000000e+00,1.707478456129e-06,0.000000000000e+00,0.000000000000e+00,6.063912809782e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.539450038641e-04,0.000000000000e+00
3.820000000000e+02,0.000000000000e+00,2.178165108908e+05,3.117862560737e+02,4.235681786653e-02,1.184977464207e-03,0.000000000000e+00,0.000000000000e+00,1.020657366686e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.183956806841e-03,0.000000000000e+00
3.830000000000e+02,0.000000000000e+00,2.177213349642e+05,3.117862560737e+02,1.439177522648e-02,1.730979849543e-03,0.000000000000e+00,0.000000000000e+00,5.084553207281e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.730471394222e-03,0.000000000000e+00
3.840000000000e+02,0.000000000000e+00,2.176775187156e+05,2.742183430727e+02,5.395429688656e-03,1.479875602055e-03,0.000000000000e+00,0.000000000000e+00,1.635699188696e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.830529636539e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.479712032136e-03,-3.756791300097e+01
3.850000000000e+02,0.000000000000e+00,2.176717229988e+05,2.436905880995e+02,4.820864900862e-03,6.604371851380e-04,0.000000000000e+00,0.000000000000e+00,1.044663250535e-08,0.000000000000e+00,0.000000000000e+00,5.550500904221e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.053766480833e-04,0.000000000000e+00
3.860000000000e+02,0.000000000000e+00,2.184334717422e+05,2.436905880995e+02,4.982862997787e+01,3.139028538007e-04,0.000000000000e+00,1.506976744186e-02,3.139028538007e-04,2.501618639718e-03,3.721408931937e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.384997714964e-02,0.000000000000e+00,-7.617487432303e+02
3.870000000000e+02,0.000000000000e+00,2.183927589691e+05,2.147418204089e+02,2.029494733093e+01,1.803548963159e-03,0.000000000000e+00,0.000000000000e+00,5.369760481262e-04,0.000000000000e+00,0.000000000000e+00,5.263412307386e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.402316842940e-04,0.000000000000e+00
3.880000000000e+02,0.000000000000e+00,2.183114279372e+05,2.147418204089e+02,6.830643382691e+00,1.723551557552e-03,0.000000000000e+00,0.000000000000e+00,2.448055263317e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.478746031220e-03,0.000000000000e+00
3.890000000000e+02,0.000000000000e+00,2.182363335373e+05,1.888670364194e+02,2.130873988903e+00,1.921253826425e-03,0.000000000000e+00,0.000000000000e+00,8.545035261433e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.704506179902e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.835803473810e-03,-2.587478398946e+01
3.900000000000e+02,0.000000000000e+00,2.181854873436e+05,1.306812222241e+02,6.496179111846e-01,2.009753737694e-03,0.000000000000e+00,0.000000000000e+00,2.735359340763e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.057923894460e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.982400144286e-03,-5.818581419530e+01
