# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff [mol d^-1]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff subsurface [mol d^-1]
# Region: lakeside
# Reduction: extensive integral
# Variable: water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: irrigation [m d^-1]
# Region: surface domain
# Reduction: integral
# Variable: surface-water_source
# Number of Vectors: 1
# =============================================================================
"time [d]","surface water content [mol]","subsurface water content [mol]","runoff [mol d^-1]","runoff subsurface [mol d^-1]","irrigation [m d^-1]"
8.291666666667e+00,5.638861858783e+06,8.268351315359e+07,0.000000000000e+00,9.952456811118e+01,3.600000000000e-01
8.333333333333e+00,5.638842344367e+06,8.270323318615e+07,0.000000000000e+00,9.948130488193e+01,3.600000000000e-01
8.375000000000e+00,5.638822830592e+06,8.272295324776e+07,0.000000000000e+00,9.943818655963e+01,3.600000000000e-01
8.416666666667e+00,5.638803317448e+06,8.274267336571e+07,0.000000000000e+00,9.939521317634e+01,3.600000000000e-01
8.458333333333e+00,5.638783804916e+06,8.276239353080e+07,0.000000000000e+00,9.935238474826e+01,3.600000000000e-01
8.500000000000e+00,5.638798019957e+06,8.278208000605e+07,0.000000000000e+00,9.930970127492e+01,3.600000000000e-01
8.541666666667e+00,5.638801729393e+06,8.280177702933e+07,0.000000000000e+00,9.926716274084e+01,3.600000000000e-01
8.583333333333e+00,5.638861311342e+06,8.282141822260e+07,0.000000000000e+00,9.922476911479e+01,3.600000000000e-01
8.625000000000e+00,5.638864390436e+06,8.284111596254e+07,0.000000000000e+00,9.918252035133e+01,3.600000000000e-01
8.666666666667e+00,5.638911684894e+06,8.286076952762e+07,0.000000000000e+00,9.914041639030e+01,3.600000000000e-01
8.708333333333e+00,5.638945588110e+06,8.288043652571e+07,0.000000000000e+00,9.909845715807e+01,3.600000000000e-01
8.750000000000e+00,5.638943773438e+06,8.290013928388e+07,0.000000000000e+00,9.905664256749e+01,3.600000000000e-01
8.791666666667e+00,5.638941169607e+06,8.291984287274e+07,0.000000000000e+00,9.901497251852e+01,3.600000000000e-01
8.833333333333e+00,5.638944189106e+06,8.293954087962e+07,0.000000000000e+00,9.897344689847e+01,3.600000000000e-01
8.875000000000e+00,5.639002581707e+06,8.295918355251e+07,0.000000000000e+00,9.893206558261e+01,3.600000000000e-01
8.916666666667e+00,5.639030273350e+06,8.297885695494e+07,0.000000000000e+00,9.889082843440e+01,3.600000000000e-01
8.958333333333e+00,5.639031141780e+06,8.299855723678e+07,0.000000000000e+00,9.884973530610e+01,3.600000000000e-01
9.000000000000e+00,5.639026025207e+06,8.301826354451e+07,0.000000000000e+00,9.880878603918e+01,3.600000000000e-01
9.041666666667e+00,5.639020014129e+06,8.303797078758e+07,0.000000000000e+00,9.876798046416e+01,3.600000000000e-01
9.083333333333e+00,5.639014412377e+06,8.305767766190e+07,0.000000000000e+00,9.872731840207e+01,3.600000000000e-01
9.125000000000e+00,5.639009740093e+06,8.307738364708e+07,0.000000000000e+00,9.868679966358e+01,3.600000000000e-01
9.166666666667e+00,5.639006832928e+06,8.309708790195e+07,0.000000000000e+00,9.864642405057e+01,3.600000000000e-01
9.208333333333e+00,5.639007874374e+06,8.311678825430e+07,0.000000000000e+00,9.860619135559e+01,3.600000000000e-01
9.250000000000e+00,5.639034426007e+06,8.313646313657e+07,0.000000000000e+00,9.856610136293e+01,3.600000000000e-01
9.291666666667e+00,5.639083464741e+06,8.315611557170e+07,0.000000000000e+00,9.852615384843e+01,3.600000000000e-01
9.333333333333e+00,5.639099255962e+06,8.317580130502e+07,0.000000000000e+00,9.848634858031e+01,3.600000000000e-01
9.375000000000e+00,5.639108146761e+06,8.319549396750e+07,0.000000000000e+00,9.844668531933e+01,3.600000000000e-01
9.416666666667e+00,5.639110858061e+06,8.321519284792e+07,0.000000000000e+00,9.840716381940e+01,3.600000000000e-01
9.458333333333e+00,5.639181339522e+06,8.323482399861e+07,0.000000000000e+00,9.836778382738e+01,3.600000000000e-01
9.500000000000e+00,5.639297740616e+06,8.325440925918e+07,0.000000000000e+00,9.833832147435e+01,3.600000000000e-01
9.541666666667e+00,5.639300655887e+06,8.327410804598e+07,0.000000000000e+00,9.829854668117e+01,3.600000000000e-01
9.583333333333e+00,5.639304546218e+06,8.329380589551e+07,0.000000000000e+00,9.826013269444e+01,3.600000000000e-01
9.625000000000e+00,5.639312186924e+06,8.331350004323e+07,0.000000000000e+00,9.821157732240e+01,3.600000000000e-01
9.666666666667e+00,5.639335588070e+06,8.333317846919e+07,0.000000000000e+00,9.817290103850e+01,3.600000000000e-01
9.708333333333e+00,5.639403849475e+06,8.335281207332e+07,0.000000000000e+00,9.813436472937e+01,3.600000000000e-01
9.750000000000e+00,5.639422724704e+06,8.337249511021e+07,0.000000000000e+00,9.809596804491e+01,3.600000000000e-01
9.791666666667e+00,5.639438620198e+06,8.339218115670e+07,0.000000000000e+00,9.805771067249e+01,3.600000000000e-01
9.833333333333e+00,5.639441960851e+06,8.341187979632e+07,0.000000000000e+00,9.801959230994e+01,3.600000000000e-01
9.875000000000e+00,5.639441360080e+06,8.343158241541e+07,0.000000000000e+00,9.798161265689e+01,3.600000000000e-01
9.916666666667e+00,5.639440514993e+06,8.345128531651e+07,0.000000000000e+00,9.794377141380e+01,3.600000000000e-01
9.958333333333e+00,5.639440348480e+06,8.347098757647e+07,0.000000000000e+00,9.790606828055e+01,3.600000000000e-01
1.000000000000e+01,5.639442225534e+06,8.349068782884e+07,0.000000000000e+00,9.786850295676e+01,3.600000000000e-01
