# Observation File: observation.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: water content [mol]
# Region: domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: snow-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: evaporation [m3/d]
# Region: surface domain
# Reduction: integral
# Variable: surface-evaporative_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: discharge [mol/d]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface-subsurface exchange [mol/d]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: thaw depth [m]
# Region: surface domain
# Reduction: average
# Variable: surface-thaw_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: water table depth [m]
# Region: surface domain
# Reduction: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: perched water table depth [m]
# Region: surface domain
# Reduction: average
# Variable: surface-perched_water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain [m3/d]
# Region: surface domain
# Reduction: integral
# Variable: surface-precipitation_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow [m3SWE/d]
# Region: surface domain
# Reduction: integral
# Variable: snow-precipitation
# Number of Vectors: 1
# =============================================================================
"time [d]" "water content [mol]" "surface water content [mol]" "snow water content [mol]" "evaporation [m3/d]" "discharge [mol/d]" "surface-subsurface exchange [mol/d]" "thaw depth [m]" "water table depth [m]" "perched water table depth [m]" "rain [m3/d]" "snow [m3SWE/d]"
2.700000000000e+01 1.773063389366e+10 0.000000000000e+00 4.207310839099e+07 -1.064429166463e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
2.800000000000e+01 1.773063389366e+10 0.000000000000e+00 4.208783577899e+07 -3.299441632302e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
2.900000000000e+01 1.773063389366e+10 0.000000000000e+00 4.203986664409e+07 -1.325904281197e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.000000000000e+01 1.773063389366e+10 0.000000000000e+00 4.197455956345e+07 -5.867632956297e-03 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.100000000000e+01 1.773063389367e+10 0.000000000000e+00 4.196265775023e+07 -8.296868291039e-03 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.200000000000e+01 1.773063389367e+10 0.000000000000e+00 4.199243886135e+07 -4.201416319561e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.300000000000e+01 1.773063389367e+10 0.000000000000e+00 4.439229065025e+07 -7.556103029943e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 4.312000083923e+01
3.400000000000e+01 1.773063389367e+10 0.000000000000e+00 4.436294365547e+07 -1.886550344568e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.500000000000e+01 1.773063389367e+10 0.000000000000e+00 4.713454809571e+07 -5.463910428260e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 4.965333175659e+01
3.600000000000e+01 1.773063389366e+10 0.000000000000e+00 4.717623620321e+07 -1.023420569638e-01 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.700000000000e+01 1.773063389366e+10 0.000000000000e+00 4.840327307222e+07 -1.960483791509e-01 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 2.120000012716e+01
3.800000000000e+01 1.773063389366e+10 0.000000000000e+00 4.834489882996e+07 -2.048545918177e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
3.900000000000e+01 1.773063389366e+10 0.000000000000e+00 4.835285670355e+07 -4.312543057494e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.000000000000e+01 1.773063389366e+10 0.000000000000e+00 5.367752728429e+07 -7.806569243613e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 9.618666712443e+01
4.100000000000e+01 1.773063389367e+10 0.000000000000e+00 5.367166854163e+07 -2.365167970292e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.200000000000e+01 1.773063389366e+10 0.000000000000e+00 5.369206074919e+07 -3.944712015606e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.300000000000e+01 1.773063389366e+10 0.000000000000e+00 5.371090643265e+07 -6.782334017213e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.400000000000e+01 1.773063389366e+10 0.000000000000e+00 5.368328365402e+07 -2.968069334131e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.500000000000e+01 1.773063389366e+10 0.000000000000e+00 5.363849484108e+07 -1.980089805957e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.600000000000e+01 1.773063389366e+10 0.000000000000e+00 5.362534343919e+07 -3.002475557744e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
4.700000000000e+01 1.773063389366e+10 0.000000000000e+00 5.363028231168e+07 -5.440681533993e-02 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 2.000000000001e-02 2.000000000000e-02 0.000000000000e+00 0.000000000000e+00
