# Observation File: surface_total_concentration_pflotran.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface total concentration
# Region: east conc
# Functional: average
# Variable: surface-total_component_concentration
# Number of Vectors: 4
# =============================================================================
"time [s]" "surface total concentration"
9.417600000000e+06 5.781242649113e-07 2.718681926231e-05 1.407609407825e-05 1.218661762993e-05
9.504000000000e+06 5.783951852202e-07 2.717844725807e-05 1.413563239781e-05 1.212236073755e-05
9.590400000000e+06 5.784191706399e-07 2.717095496837e-05 1.420015403866e-05 1.205422056199e-05
9.676800000000e+06 5.886636086778e-07 2.731756881967e-05 1.435022360232e-05 1.205095686259e-05
9.763200000000e+06 5.959720540145e-07 2.740914718946e-05 1.449199308924e-05 1.200346896365e-05
9.849600000000e+06 5.903191437605e-07 2.731138919228e-05 1.456693589164e-05 1.184005138308e-05
9.936000000000e+06 5.775328380614e-07 2.711771047136e-05 1.460836384064e-05 1.161757785258e-05
1.002240000000e+07 5.639124601593e-07 2.691501882992e-05 1.464481692143e-05 1.139128156578e-05
1.010880000000e+07 5.544253462025e-07 2.677657387361e-05 1.470875857360e-05 1.119976747041e-05
1.019520000000e+07 5.565048345174e-07 2.681249790254e-05 1.483022424122e-05 1.111882263665e-05
1.028160000000e+07 5.553023694043e-07 2.678213891590e-05 1.489854147138e-05 1.102545015740e-05
1.036800000000e+07 5.536782072361e-07 2.675837578392e-05 1.497142237359e-05 1.093400171082e-05
1.045440000000e+07 5.500405399155e-07 2.670778637862e-05 1.504679853041e-05 1.081480770617e-05
1.054080000000e+07 5.404372853863e-07 2.655697169128e-05 1.507967658407e-05 1.064098686021e-05
1.062720000000e+07 5.281601120961e-07 2.636683424417e-05 1.509245166859e-05 1.044897862453e-05
1.071360000000e+07 5.149400318030e-07 2.616302427796e-05 1.509720822745e-05 1.025162040212e-05
1.080000000000e+07 5.020351101990e-07 2.596417348723e-05 1.510356984509e-05 1.005743641779e-05
1.088640000000e+07 6.642403444418e-07 2.950724062512e-05 1.715690074000e-05 1.146718589464e-05
1.097280000000e+07 6.642994309055e-07 2.948930149424e-05 1.717988568410e-05 1.142846830248e-05
1.105920000000e+07 6.585030667036e-07 2.938944034318e-05 1.718430130632e-05 1.132980002802e-05
1.114560000000e+07 6.511323534667e-07 2.926867569225e-05 1.718196758286e-05 1.121773768525e-05
1.123200000000e+07 6.442258369701e-07 2.915664740594e-05 1.717792303318e-05 1.111556396217e-05
1.131840000000e+07 6.385455724562e-07 2.906496641349e-05 1.717371170566e-05 1.103280649172e-05
1.140480000000e+07 6.341412663272e-07 2.899448581674e-05 1.716956517639e-05 1.097005251872e-05
1.149120000000e+07 6.314819515544e-07 2.895236843198e-05 1.716652331805e-05 1.093309138815e-05
1.157760000000e+07 6.346619170249e-07 2.900151937511e-05 1.717175274649e-05 1.097467537694e-05
1.166400000000e+07 6.412013171492e-07 2.910283347728e-05 1.718168678746e-05 1.106116210883e-05
1.175040000000e+07 6.474468586971e-07 2.919924389006e-05 1.719111174646e-05 1.114348593121e-05
1.183680000000e+07 6.519495600444e-07 2.926851980832e-05 1.719790235604e-05 1.120262261183e-05
1.192320000000e+07 6.545030538188e-07 2.930769924585e-05 1.720177901300e-05 1.123603477385e-05
1.200960000000e+07 6.551366194970e-07 2.931739513066e-05 1.720276159781e-05 1.124428229285e-05
1.209600000000e+07 6.547911495909e-07 2.931196219379e-05 1.720240182200e-05 1.123948719087e-05
1.218240000000e+07 6.532643488807e-07 2.928840806029e-05 1.720025241293e-05 1.121923572694e-05
1.226880000000e+07 6.510775414128e-07 2.925469741977e-05 1.719710077027e-05 1.119032109034e-05
1.235520000000e+07 6.484887043747e-07 2.921477148852e-05 1.719332389484e-05 1.115611638095e-05
1.244160000000e+07 6.456879828998e-07 2.917154118475e-05 1.718919892445e-05 1.111911403751e-05
1.252800000000e+07 6.428144102020e-07 2.912714007650e-05 1.718493192983e-05 1.108113808458e-05
1.261440000000e+07 6.399735833230e-07 2.908319513593e-05 1.718068276720e-05 1.104357685192e-05
1.270080000000e+07 6.372344304695e-07 2.904077395171e-05 1.717655868948e-05 1.100733909317e-05
1.278720000000e+07 6.345961465134e-07 2.899986791230e-05 1.717256268038e-05 1.097241386376e-05
1.287360000000e+07 6.320608237055e-07 2.896051370419e-05 1.716870152329e-05 1.093882946915e-05
1.296000000000e+07 6.296282661693e-07 2.892271305309e-05 1.716497782755e-05 1.090658507614e-05
1.304640000000e+07 3.113358531862e-07 2.374474120742e-05 1.417938621867e-05 8.831896324791e-06
1.313280000000e+07 3.176015830590e-07 2.383249554231e-05 1.424479824933e-05 8.853042046463e-06
1.321920000000e+07 3.255844072967e-07 2.394721851848e-05 1.432670108462e-05 8.884103370825e-06
1.330560000000e+07 3.319429066173e-07 2.402861886375e-05 1.438980738343e-05 8.901418587670e-06
1.339200000000e+07 3.370036847034e-07 2.409200822188e-05 1.444388277334e-05 8.910236021864e-06
1.347840000000e+07 3.405926518612e-07 2.413327309227e-05 1.448727186942e-05 8.908229505200e-06
1.356480000000e+07 3.426391848961e-07 2.415140928669e-05 1.451994078458e-05 8.894480868955e-06
1.365120000000e+07 3.434497140512e-07 2.415112866087e-05 1.454475398295e-05 8.870738297550e-06
1.373760000000e+07 3.433902653139e-07 2.413773847251e-05 1.456457746816e-05 8.839311900294e-06
1.382400000000e+07 3.427367916934e-07 2.411518897794e-05 1.458133049066e-05 8.802123646151e-06
1.391040000000e+07 3.416690419716e-07 2.408608627979e-05 1.459614804711e-05 8.760565529370e-06
1.399680000000e+07 3.403057934308e-07 2.405218632941e-05 1.460971438061e-05 8.715651756866e-06
1.408320000000e+07 3.387307963146e-07 2.401475971066e-05 1.462250842186e-05 8.668131423476e-06
1.416960000000e+07 3.370141439293e-07 2.397487610302e-05 1.463496392807e-05 8.618606268525e-06
1.425600000000e+07 3.352269158494e-07 2.393361593876e-05 1.464758563418e-05 8.567621135344e-06
1.434240000000e+07 3.333534479701e-07 2.389068775403e-05 1.466009824736e-05 8.515160634498e-06
1.442880000000e+07 3.315848370875e-07 2.384915467166e-05 1.467429591416e-05 8.462425714361e-06
1.451520000000e+07 3.302145953465e-07 2.381341032687e-05 1.469286250690e-05 8.411034322493e-06
1.460160000000e+07 3.295788354255e-07 2.378840573860e-05 1.471894151933e-05 8.362697037543e-06
1.468800000000e+07 3.297504827150e-07 2.377487674421e-05 1.475321946804e-05 8.317460570770e-06
1.477440000000e+07 3.309892876747e-07 2.377691582286e-05 1.479854587887e-05 8.276501179283e-06
1.486080000000e+07 3.352596577449e-07 2.382558067261e-05 1.487480498009e-05 8.250392756501e-06
1.494720000000e+07 3.387185508618e-07 2.385648846126e-05 1.494308525582e-05 8.215031101875e-06
1.503360000000e+07 3.384634522205e-07 2.382858789099e-05 1.497750313021e-05 8.156062367120e-06
1.512000000000e+07 3.367383260878e-07 2.378213085170e-05 1.500156308570e-05 8.089335030617e-06
