# Observation File: surface_free_ion_species_pflotran.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface free concentration
# Region: east conc
# Functional: average
# Variable: surface-free_ion_species
# Number of Vectors: 4
# =============================================================================
"time [s]" "surface free concentration"
9.417600000000e+06 1.543935416543e-08 1.443943061946e-03 7.658039855113e-04 6.763572784613e-04
9.504000000000e+06 1.545348376865e-08 1.443407124935e-03 7.690538525758e-04 6.727910209338e-04
9.590400000000e+06 1.546406552741e-08 1.442920022692e-03 7.725731276145e-04 6.690092411904e-04
9.676800000000e+06 1.559088855055e-08 1.450289614506e-03 7.807052478224e-04 6.688281058739e-04
9.763200000000e+06 1.568938429142e-08 1.454800188822e-03 7.884052918970e-04 6.661925274828e-04
9.849600000000e+06 1.564426756276e-08 1.449624811557e-03 7.925217930783e-04 6.571228517608e-04
9.936000000000e+06 1.551673616784e-08 1.439558904425e-03 7.948380616574e-04 6.447755708184e-04
1.002240000000e+07 1.537734060341e-08 1.429038555618e-03 7.968844187517e-04 6.322161269007e-04
1.010880000000e+07 1.528306178398e-08 1.421807329924e-03 8.004076862340e-04 6.215870946080e-04
1.019520000000e+07 1.531800388825e-08 1.423520072908e-03 8.070117811610e-04 6.170946563338e-04
1.028160000000e+07 1.531743289086e-08 1.421838353628e-03 8.107478498893e-04 6.119124837356e-04
1.036800000000e+07 1.530860069470e-08 1.420518607153e-03 8.147252475559e-04 6.068370949504e-04
1.045440000000e+07 1.527746967334e-08 1.417815821192e-03 8.188455205161e-04 6.002218276922e-04
1.054080000000e+07 1.518081364917e-08 1.409962517005e-03 8.206859062487e-04 5.905747707417e-04
1.062720000000e+07 1.505176830258e-08 1.400100855445e-03 8.214423878562e-04 5.799183136614e-04
1.071360000000e+07 1.491001629324e-08 1.389540134376e-03 8.217652789833e-04 5.689649323176e-04
1.080000000000e+07 1.477038694704e-08 1.379231313317e-03 8.221733518582e-04 5.581877211876e-04
1.088640000000e+07 1.630711544707e-08 1.561840415614e-03 9.322997939637e-04 6.364288171525e-04
1.097280000000e+07 1.631654020491e-08 1.560844454927e-03 9.335652116445e-04 6.342799907877e-04
1.105920000000e+07 1.626644937477e-08 1.555662603374e-03 9.338487483144e-04 6.288039015550e-04
1.114560000000e+07 1.619941524216e-08 1.549417320027e-03 9.337716398213e-04 6.225844415316e-04
1.123200000000e+07 1.613564472881e-08 1.543627903439e-03 9.335972115214e-04 6.169137999006e-04
1.131840000000e+07 1.608267494891e-08 1.538891608032e-03 9.334050974179e-04 6.123207602907e-04
1.140480000000e+07 1.604113669304e-08 1.535252621540e-03 9.332076054300e-04 6.088379147892e-04
1.149120000000e+07 1.601578049297e-08 1.533079532646e-03 9.330586762680e-04 6.067865720423e-04
1.157760000000e+07 1.604667228748e-08 1.535610874124e-03 9.333243820758e-04 6.090944834200e-04
1.166400000000e+07 1.610979432199e-08 1.540829813679e-03 9.338258272756e-04 6.138944970399e-04
1.175040000000e+07 1.616989584187e-08 1.545794873489e-03 9.343014314933e-04 6.184634691821e-04
1.183680000000e+07 1.621312571983e-08 1.549361669519e-03 9.346441618986e-04 6.217455549564e-04
1.192320000000e+07 1.623761481848e-08 1.551378490834e-03 9.348399693015e-04 6.235999299488e-04
1.200960000000e+07 1.624369443057e-08 1.551877503012e-03 9.348896958069e-04 6.240576672529e-04
1.209600000000e+07 1.624044805606e-08 1.551597330859e-03 9.348722765383e-04 6.237915390935e-04
1.218240000000e+07 1.622587555497e-08 1.550384356889e-03 9.347644784015e-04 6.226675828452e-04
1.226880000000e+07 1.620495755508e-08 1.548648444414e-03 9.346060658827e-04 6.210628205141e-04
1.235520000000e+07 1.618014985785e-08 1.546592409893e-03 9.344160238634e-04 6.191644591425e-04
1.244160000000e+07 1.615326463793e-08 1.544366072872e-03 9.342083029886e-04 6.171108290815e-04
1.252800000000e+07 1.612563204152e-08 1.542079263808e-03 9.339932902114e-04 6.150031636940e-04
1.261440000000e+07 1.609826791667e-08 1.539815759809e-03 9.337790556945e-04 6.129185152814e-04
1.270080000000e+07 1.607184017914e-08 1.537630555135e-03 9.335710247783e-04 6.109073196709e-04
1.278720000000e+07 1.604634617352e-08 1.535523220905e-03 9.333693650915e-04 6.089689694386e-04
1.287360000000e+07 1.602181088788e-08 1.533495663143e-03 9.331744333080e-04 6.071050355381e-04
1.296000000000e+07 1.599823680968e-08 1.531547988635e-03 9.329863721687e-04 6.053154717259e-04
1.304640000000e+07 1.224885941014e-08 1.266198136221e-03 7.720243489096e-04 4.901702460259e-04
1.313280000000e+07 1.233574046137e-08 1.270686564203e-03 7.755775126614e-04 4.913438335787e-04
1.321920000000e+07 1.244518256507e-08 1.276560914518e-03 7.800232871596e-04 4.930677370808e-04
1.330560000000e+07 1.253400354255e-08 1.280705204816e-03 7.834550060430e-04 4.940287316157e-04
1.339200000000e+07 1.260533338188e-08 1.283922832915e-03 7.863968590256e-04 4.945180992134e-04
1.347840000000e+07 1.265732356465e-08 1.286000040636e-03 7.887604871300e-04 4.944067375386e-04
1.356480000000e+07 1.268920582160e-08 1.286885333237e-03 7.905444231585e-04 4.936436882270e-04
1.365120000000e+07 1.270508224669e-08 1.286821198638e-03 7.919038969256e-04 4.923259755140e-04
1.373760000000e+07 1.270980190900e-08 1.286080392630e-03 7.929941765256e-04 4.905818104663e-04
1.382400000000e+07 1.270698626344e-08 1.284866018295e-03 7.939191684365e-04 4.885178623614e-04
1.391040000000e+07 1.269896505600e-08 1.283312249334e-03 7.947402433514e-04 4.862113868800e-04
1.399680000000e+07 1.268725816912e-08 1.281509628400e-03 7.954943408860e-04 4.837186725060e-04
1.408320000000e+07 1.267292811027e-08 1.279523737819e-03 7.962072895500e-04 4.810812940029e-04
1.416960000000e+07 1.265686862659e-08 1.277409766660e-03 7.969024977507e-04 4.783326479031e-04
1.425600000000e+07 1.264000019078e-08 1.275223384330e-03 7.976072473721e-04 4.755029730116e-04
1.434240000000e+07 1.262210418947e-08 1.272949643775e-03 7.983066183399e-04 4.725914152147e-04
1.442880000000e+07 1.260570038908e-08 1.270746246609e-03 7.990976934706e-04 4.696646271470e-04
1.451520000000e+07 1.259474275689e-08 1.268838864091e-03 8.001259181847e-04 4.668124048984e-04
1.460160000000e+07 1.259380398807e-08 1.267481564487e-03 8.015617409566e-04 4.641296855836e-04
1.468800000000e+07 1.260397576017e-08 1.266711337220e-03 8.034426508175e-04 4.616190616777e-04
1.477440000000e+07 1.262878040718e-08 1.266738198772e-03 8.059230560010e-04 4.593458154502e-04
1.486080000000e+07 1.269446486299e-08 1.269158017961e-03 8.100796815241e-04 4.578967979858e-04
1.494720000000e+07 1.275042324525e-08 1.270653361073e-03 8.138079029462e-04 4.559342261541e-04
1.503360000000e+07 1.275733019577e-08 1.269122419583e-03 8.157041153202e-04 4.526614613752e-04
1.512000000000e+07 1.274405577187e-08 1.266643340196e-03 8.170377674481e-04 4.489580941993e-04
