# Observation File: surface_free_ion_species_pflotran.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: surface free concentration
# Region: east conc
# Functional: average
# Variable: surface-free_ion_species
# Number of Vectors: 4
# =============================================================================
"time [s]" "surface free concentration"
0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00
8.640000000000e+04 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00
1.728000000000e+05 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00
2.592000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.456000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.320000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
5.184000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
6.048000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
6.912000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
7.776000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
8.640000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
9.504000000000e+05 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.036800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.123200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.209600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.296000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.382400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.468800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.555200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.641600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.728000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.814400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.900800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
1.987200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.073600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.160000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.246400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.332800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.419200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.505600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.592000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.678400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.764800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.851200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
2.937600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.024000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.110400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.196800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.283200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.369600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.456000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.542400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.628800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.715200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.801600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.888000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
3.974400000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.060800000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.147200000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.233600000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.320000000000e+06 2.139416653623e-08 1.957706974939e-03 9.760711942037e-04 1.000000000000e-03
4.406400000000e+06 1.284276328999e-08 1.400637893543e-03 7.028502105068e-04 6.877727049490e-04
4.492800000000e+06 1.305658321761e-08 1.413247827193e-03 7.090224375635e-04 6.946851783758e-04
4.579200000000e+06 1.366655721461e-08 1.446845921177e-03 7.254515959913e-04 7.132656473746e-04
4.665600000000e+06 1.395100651243e-08 1.462213001575e-03 7.329662761055e-04 7.218056424071e-04
4.752000000000e+06 1.410984716828e-08 1.470236167802e-03 7.368856734585e-04 7.262997052566e-04
4.838400000000e+06 1.423625944166e-08 1.476922748738e-03 7.401552859497e-04 7.300323152833e-04
4.924800000000e+06 1.437468213650e-08 1.484403252607e-03 7.438148640257e-04 7.342036187900e-04
5.011200000000e+06 1.452948178323e-08 1.492761060996e-03 7.479314083612e-04 7.388433621281e-04
5.097600000000e+06 1.470198794377e-08 1.502012141175e-03 7.525105943367e-04 7.439667025028e-04
5.184000000000e+06 1.488798328455e-08 1.511945971910e-03 7.574359639901e-04 7.494696878927e-04
5.270400000000e+06 1.508627910779e-08 1.522512140733e-03 7.626982517941e-04 7.553104685434e-04
5.356800000000e+06 1.529904301263e-08 1.533821125701e-03 7.683880990234e-04 7.615183707236e-04
5.443200000000e+06 1.553429192027e-08 1.546306614493e-03 7.747646884296e-04 7.682949159087e-04
5.529600000000e+06 1.581315073955e-08 1.561136588712e-03 7.824572048426e-04 7.762461423395e-04
5.616000000000e+06 1.621708323637e-08 1.582973097738e-03 7.938368258753e-04 7.879176199657e-04
5.702400000000e+06 1.670638513815e-08 1.609131055699e-03 8.076984097850e-04 8.017432654079e-04
5.788800000000e+06 1.691451872651e-08 1.617992081786e-03 8.134072597737e-04 8.055946335274e-04
5.875200000000e+06 1.713388093340e-08 1.629232959444e-03 8.206869401970e-04 8.103339807190e-04
5.961600000000e+06 1.722618327325e-08 1.632354231663e-03 8.242441018088e-04 8.102849220714e-04
6.048000000000e+06 1.726493137852e-08 1.633000171751e-03 8.267766315444e-04 8.086294474288e-04
6.134400000000e+06 1.727834431641e-08 1.632296594310e-03 8.287568747198e-04 8.061022654176e-04
6.220800000000e+06 1.726860300228e-08 1.630268707916e-03 8.301300745975e-04 8.027858418275e-04
6.307200000000e+06 1.724272827888e-08 1.627374225408e-03 8.310816776086e-04 7.989735248934e-04
6.393600000000e+06 1.721585522655e-08 1.624516491557e-03 8.320470524117e-04 7.951817502753e-04
6.480000000000e+06 1.719560047277e-08 1.622065570457e-03 8.332106880586e-04 7.916199432167e-04
6.566400000000e+06 2.034724423588e-08 1.880127769502e-03 9.666059997751e-04 9.288295418313e-04
6.652800000000e+06 2.027234023998e-08 1.874251937916e-03 9.660707073093e-04 9.232938542913e-04
6.739200000000e+06 2.020331942408e-08 1.868823359709e-03 9.655791511067e-04 9.181787374689e-04
6.825600000000e+06 2.013996978081e-08 1.863826819676e-03 9.651322000234e-04 9.134673249106e-04
6.912000000000e+06 2.008283622313e-08 1.859309732728e-03 9.647325241323e-04 9.092053027913e-04
6.998400000000e+06 2.003292154080e-08 1.855355884945e-03 9.643856103195e-04 9.054730342881e-04
7.084800000000e+06 1.999088323719e-08 1.852021179118e-03 9.640947559020e-04 9.023243329761e-04
7.171200000000e+06 1.995670941054e-08 1.849307575565e-03 9.638589717666e-04 8.997617459461e-04
7.257600000000e+06 1.992979482539e-08 1.847168966911e-03 9.636735325947e-04 8.977421081904e-04
7.344000000000e+06 1.990918353312e-08 1.845530517507e-03 9.635315962056e-04 8.961948726874e-04
7.430400000000e+06 1.989378919499e-08 1.844306392121e-03 9.634256244011e-04 8.950389476827e-04
7.516800000000e+06 1.988257777255e-08 1.843414517499e-03 9.633485514855e-04 8.941967165545e-04
7.603200000000e+06 1.987472656500e-08 1.842789546107e-03 9.632947464183e-04 8.936063994043e-04
7.689600000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
7.776000000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
7.862400000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
7.948800000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.035200000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.121600000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.208000000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.294400000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.380800000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.467200000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.553600000000e+06 1.987248572257e-08 1.842611071440e-03 9.632794382142e-04 8.934377787494e-04
8.640000000000e+06 1.987213050599e-08 1.842582757957e-03 9.632770551838e-04 8.934109873481e-04
8.726400000000e+06 9.803166116002e-09 1.133265624286e-03 5.968465695188e-04 5.226029760308e-04
8.812800000000e+06 1.123641440813e-08 1.218491213496e-03 6.406536454389e-04 5.662166362029e-04
8.899200000000e+06 1.210151567597e-08 1.266100609417e-03 6.651438474074e-04 5.909241290235e-04
8.985600000000e+06 1.326066223779e-08 1.331533535240e-03 6.988500871946e-04 6.250711197891e-04
9.072000000000e+06 1.434927825531e-08 1.391311273619e-03 7.298656529428e-04 6.564031203600e-04
9.158400000000e+06 1.491446993215e-08 1.419437734306e-03 7.453295373741e-04 6.705369270945e-04
9.244800000000e+06 1.522782275122e-08 1.435230828415e-03 7.553922352223e-04 6.771876253249e-04
9.331200000000e+06 1.538012917110e-08 1.442101537618e-03 7.616383256773e-04 6.783571731461e-04
