# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff surface [mol d^-1]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff subsurface [mol d^-1]
# Region: lakeside
# Reduction: extensive integral
# Variable: water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Reduction: integral
# Variable: surface-water_source
# Number of Vectors: 1
# =============================================================================
"time [d]","surface water content [mol]","subsurface water content [mol]","runoff surface [mol d^-1]","runoff subsurface [mol d^-1]","rain precipitation [m d^-1]"
6.166222948907e+02,3.769929939699e+06,8.970669818031e+07,0.000000000000e+00,1.032727423430e+03,4.402627285856e-02
6.176414215772e+02,3.774598819739e+06,8.970341652013e+07,0.000000000000e+00,1.034197417363e+03,4.402627285856e-02
6.186605482638e+02,3.779341132245e+06,8.970005961963e+07,0.000000000000e+00,1.035721137545e+03,4.402627285856e-02
6.196796749503e+02,3.784131485464e+06,8.969665311621e+07,0.000000000000e+00,1.037316053229e+03,4.402627285856e-02
6.209535833085e+02,3.790169946638e+06,8.969234210673e+07,0.000000000000e+00,1.299320519804e+03,5.503284107320e-02
6.225459687562e+02,3.797770478788e+06,8.968689564044e+07,0.000000000000e+00,1.628792660971e+03,6.879105134150e-02
6.250340710183e+02,3.809728188368e+06,8.967829100861e+07,0.000000000000e+00,2.558524271981e+03,1.074860177211e-01
6.298936457489e+02,3.833239219834e+06,8.966126127128e+07,0.000000000000e+00,5.065920965292e+03,2.099336283615e-01
6.358257438087e+02,3.862043941167e+06,8.964023917534e+07,0.000000000000e+00,6.310931654577e+03,2.562666361835e-01
6.417578418685e+02,3.890890303225e+06,8.961903508035e+07,0.000000000000e+00,6.452531010927e+03,2.562666361835e-01
6.447238908984e+02,3.905318896094e+06,8.960839165364e+07,0.000000000000e+00,3.262952380756e+03,1.281333180917e-01
6.476899399283e+02,3.919747566468e+06,8.959771119300e+07,0.000000000000e+00,3.300238621997e+03,1.281333180917e-01
6.513975012157e+02,3.937776421632e+06,8.958430997792e+07,0.000000000000e+00,4.183388945106e+03,1.601666476147e-01
6.560319528249e+02,3.960290340735e+06,8.956749221219e+07,0.000000000000e+00,5.317369858115e+03,2.002083095184e-01
6.596526181446e+02,3.977859991318e+06,8.955431823678e+07,0.000000000000e+00,4.206202123470e+03,1.564127418112e-01
6.632732834643e+02,3.995411228070e+06,8.954111469954e+07,0.000000000000e+00,4.255992140831e+03,1.564127418112e-01
6.668939487840e+02,4.012938651904e+06,8.952788672977e+07,0.000000000000e+00,4.303331784689e+03,1.564127418112e-01
6.705146141037e+02,4.030440529878e+06,8.951463931345e+07,0.000000000000e+00,4.348119217351e+03,1.564127418112e-01
6.750404457533e+02,4.052275478067e+06,8.949805867946e+07,0.000000000000e+00,5.500114769373e+03,1.955159272640e-01
6.806977353154e+02,4.079496823079e+06,8.947731563864e+07,0.000000000000e+00,6.966696148264e+03,2.443949090800e-01
6.895372502560e+02,4.121826157277e+06,8.944491061638e+07,0.000000000000e+00,1.107845761426e+04,3.818670454375e-01
6.983767651967e+02,4.163950053754e+06,8.941254623367e+07,0.000000000000e+00,1.124667723964e+04,3.818670454375e-01
7.027965226671e+02,4.184953355091e+06,8.939637716476e+07,0.000000000000e+00,5.662726117746e+03,1.909335227188e-01
7.072162801374e+02,4.205907987121e+06,8.938022486271e+07,0.000000000000e+00,5.699710608002e+03,1.909335227188e-01
7.116360376078e+02,4.226803538628e+06,8.936409222949e+07,0.000000000000e+00,5.734575906531e+03,1.909335227188e-01
7.143983860267e+02,4.239845809533e+06,8.935401750852e+07,0.000000000000e+00,3.597259374300e+03,1.193334516992e-01
7.171607344457e+02,4.252868029353e+06,8.934395156364e+07,0.000000000000e+00,3.609970589965e+03,1.193334516992e-01
7.199230828646e+02,4.265868895063e+06,8.933389491103e+07,0.000000000000e+00,3.622277187685e+03,1.193334516992e-01
7.226854312836e+02,4.278850122834e+06,8.932384803490e+07,0.000000000000e+00,3.634210573488e+03,1.193334516992e-01
7.261383668073e+02,4.295038679639e+06,8.931130564192e+07,0.000000000000e+00,4.560745772703e+03,1.491668146240e-01
7.304545362119e+02,4.315222460709e+06,8.929565480769e+07,0.000000000000e+00,5.727885882184e+03,1.864585182800e-01
7.347707056166e+02,4.335349939906e+06,8.928003256629e+07,0.000000000000e+00,5.753842232387e+03,1.864585182800e-01
7.401659173724e+02,4.360422079321e+06,8.926055206369e+07,0.000000000000e+00,7.231196206163e+03,2.330731478501e-01
7.469099320671e+02,4.391621887265e+06,8.923627924563e+07,0.000000000000e+00,9.097115458974e+03,2.913414348126e-01
7.521786935474e+02,4.415919943557e+06,8.921736450452e+07,0.000000000000e+00,7.141556089007e+03,2.276104959473e-01
7.574474550276e+02,4.440125461126e+06,8.919849922484e+07,0.000000000000e+00,7.175080362091e+03,2.276104959473e-01
7.627162165079e+02,4.464257132153e+06,8.917968444234e+07,0.000000000000e+00,7.207798915828e+03,2.276104959473e-01
7.679849779882e+02,4.488299749682e+06,8.916092088051e+07,0.000000000000e+00,7.239824346842e+03,2.276104959473e-01
7.745709298385e+02,4.518223775160e+06,8.913754783022e+07,0.000000000000e+00,9.098670925780e+03,2.845131199342e-01
7.811568816888e+02,4.548022009011e+06,8.911425651986e+07,0.000000000000e+00,9.146619110211e+03,2.845131199342e-01
7.852731015953e+02,4.566593875064e+06,8.909973113331e+07,0.000000000000e+00,5.735178287982e+03,1.778206999588e-01
7.893893215017e+02,4.585117400147e+06,8.908523778309e+07,0.000000000000e+00,5.753544423072e+03,1.778206999588e-01
7.935055414082e+02,4.603595575261e+06,8.907077658275e+07,0.000000000000e+00,5.771752214110e+03,1.778206999588e-01
7.976217613146e+02,4.622023681302e+06,8.905634749429e+07,0.000000000000e+00,5.789816824565e+03,1.778206999588e-01
8.027670361977e+02,4.644979543109e+06,8.903836148053e+07,0.000000000000e+00,7.265239746071e+03,2.222758749486e-01
8.059828329996e+02,4.659294285786e+06,8.902713970049e+07,0.000000000000e+00,4.551649628144e+03,1.389224218429e-01
8.091986298015e+02,4.673578102977e+06,8.901593734884e+07,0.000000000000e+00,4.562474240340e+03,1.389224218429e-01
8.124144266034e+02,4.687830158605e+06,8.900475435607e+07,0.000000000000e+00,4.573250598646e+03,1.389224218429e-01
8.156302234054e+02,4.702052532072e+06,8.899359073150e+07,0.000000000000e+00,4.583980424958e+03,1.389224218429e-01
8.196499694078e+02,4.719785635305e+06,8.897966659459e+07,0.000000000000e+00,5.746649574555e+03,1.736530273036e-01
8.246746519108e+02,4.741872434816e+06,8.896230897451e+07,0.000000000000e+00,7.209194441848e+03,2.170662841295e-01
8.325257183217e+02,4.776211816636e+06,8.893530472382e+07,0.000000000000e+00,1.132694075350e+04,3.391660689523e-01
8.478598324055e+02,4.842581085375e+06,8.888301340922e+07,0.000000000000e+00,2.235763076214e+04,6.624337284224e-01
8.555268894475e+02,4.875593685614e+06,8.885697911540e+07,0.000000000000e+00,1.123729736144e+04,3.312168642112e-01
8.631939464894e+02,4.908449605999e+06,8.883105766231e+07,0.000000000000e+00,1.129544323822e+04,3.312168642112e-01
8.708610035313e+02,4.941113597336e+06,8.880525565725e+07,0.000000000000e+00,1.135315160777e+04,3.312168642112e-01
8.732569588569e+02,4.951301190953e+06,8.879720654135e+07,0.000000000000e+00,3.553488596692e+03,1.035052700660e-01
8.756529141825e+02,4.961471141366e+06,8.878917386902e+07,0.000000000000e+00,3.559090072128e+03,1.035052700660e-01
8.780488695081e+02,4.971613591351e+06,8.878116021339e+07,0.000000000000e+00,3.564662061397e+03,1.035052700660e-01
8.804448248337e+02,4.981733047642e+06,8.877316642289e+07,0.000000000000e+00,3.570204320075e+03,1.035052700660e-01
8.834397689907e+02,4.994341777147e+06,8.876320369611e+07,0.000000000000e+00,4.471355477520e+03,1.293815875825e-01
8.871834491870e+02,5.010056056137e+06,8.875079263511e+07,0.000000000000e+00,5.602512932631e+03,1.617269844781e-01
8.930329494936e+02,5.034458628244e+06,8.873149287321e+07,0.000000000000e+00,8.785980301656e+03,2.526984132471e-01
8.958891508152e+02,5.046350967251e+06,8.872209013899e+07,0.000000000000e+00,4.297626212234e+03,1.233878970933e-01
8.987453521368e+02,5.058220148704e+06,8.871270761293e+07,0.000000000000e+00,4.305176538128e+03,1.233878970933e-01
9.016015534584e+02,5.070060152235e+06,8.870334460875e+07,0.000000000000e+00,4.312682130820e+03,1.233878970933e-01
9.044577547800e+02,5.081875370009e+06,8.869400058870e+07,0.000000000000e+00,4.320144918385e+03,1.233878970933e-01
9.062428806061e+02,5.089258132093e+06,8.868816788359e+07,0.000000000000e+00,2.702996315047e+03,7.711743568332e-02
9.080280064321e+02,5.096627906249e+06,8.868234014924e+07,0.000000000000e+00,2.705887046512e+03,7.711743568332e-02
9.098131322581e+02,5.103984418604e+06,8.867651631349e+07,0.000000000000e+00,2.708751402520e+03,7.711743568332e-02
9.115982580841e+02,5.111338650373e+06,8.867069690542e+07,0.000000000000e+00,2.711575535350e+03,7.711743568332e-02
9.133833839101e+02,5.118688609832e+06,8.866488216943e+07,0.000000000000e+00,2.714345299845e+03,7.711743568332e-02
9.156147911926e+02,5.127869941141e+06,8.865762140778e+07,0.000000000000e+00,3.397123230065e+03,9.639679460415e-02
9.184040502957e+02,5.139307928526e+06,8.864855792342e+07,0.000000000000e+00,4.252640958808e+03,1.204959932552e-01
9.227622676443e+02,5.157144822081e+06,8.863442864457e+07,0.000000000000e+00,6.658715371478e+03,1.882749894612e-01
9.312744109034e+02,5.191792322688e+06,8.860696626971e+07,0.000000000000e+00,1.305087413534e+04,3.677245887915e-01
9.364698108418e+02,5.212856400712e+06,8.859025698026e+07,0.000000000000e+00,7.981201409013e+03,2.244412773385e-01
9.416652107802e+02,5.233851282113e+06,8.857360209901e+07,0.000000000000e+00,7.995727529729e+03,2.244412773385e-01
9.468606107186e+02,5.254791641896e+06,8.855700262200e+07,0.000000000000e+00,8.009525504657e+03,2.244412773385e-01
9.520560106570e+02,5.275668413276e+06,8.854045934429e+07,0.000000000000e+00,8.022878692041e+03,2.244412773385e-01
9.572514105954e+02,5.296459270285e+06,8.852397277421e+07,0.000000000000e+00,8.036036497776e+03,2.244412773385e-01
9.637456605184e+02,5.322338941451e+06,8.850345407266e+07,0.000000000000e+00,1.006572779724e+04,2.805515966732e-01
9.702399104413e+02,5.348079111339e+06,8.848304255056e+07,0.000000000000e+00,1.008795907466e+04,2.805515966732e-01
9.718634729221e+02,5.354504420419e+06,8.847795334050e+07,0.000000000000e+00,2.523428607695e+03,7.013789916830e-02
9.734870354028e+02,5.360919718086e+06,8.847287901656e+07,0.000000000000e+00,2.524952933350e+03,7.013789916830e-02
9.751105978836e+02,5.367323550738e+06,8.846781926785e+07,0.000000000000e+00,2.526607863890e+03,7.013789916830e-02
9.771400509845e+02,5.375301481346e+06,8.846151661594e+07,0.000000000000e+00,3.161212828758e+03,8.767237396038e-02
9.796768673607e+02,5.385229529647e+06,8.845367158087e+07,0.000000000000e+00,3.957092440615e+03,1.095904674505e-01
9.836406429484e+02,5.400611043942e+06,8.844150578391e+07,0.000000000000e+00,6.201518011882e+03,1.712351053914e-01
9.846315868454e+02,5.404449669097e+06,8.843847180853e+07,0.000000000000e+00,1.551625164303e+03,4.280877634784e-02
9.856225307423e+02,5.408282596808e+06,8.843544490382e+07,0.000000000000e+00,1.552963201806e+03,4.280877634785e-02
9.866134746393e+02,5.412108187909e+06,8.843242489913e+07,0.000000000000e+00,1.554400653347e+03,4.280877634785e-02
9.878521545104e+02,5.416880014363e+06,8.842866044892e+07,0.000000000000e+00,1.945458061407e+03,5.351097043481e-02
9.894005043494e+02,5.422830045606e+06,8.842397103000e+07,0.000000000000e+00,2.436113341522e+03,6.688871304351e-02
9.906101526611e+02,5.427454363147e+06,8.842031335248e+07,0.000000000000e+00,1.906056098847e+03,5.225680706524e-02
9.918198009728e+02,5.432054667171e+06,8.841666893194e+07,0.000000000000e+00,1.909138156162e+03,5.225680706525e-02
9.930294492845e+02,5.436650640779e+06,8.841303695279e+07,0.000000000000e+00,1.912477300602e+03,5.225680706525e-02
9.942390975962e+02,5.441236470408e+06,8.840941677432e+07,0.000000000000e+00,1.916091449985e+03,5.225680706525e-02
9.957511579858e+02,5.446954108674e+06,8.840490924425e+07,0.000000000000e+00,2.401338476010e+03,6.532100883156e-02
9.976412334728e+02,5.454044348619e+06,8.839929998409e+07,0.000000000000e+00,3.012601010272e+03,8.165126103945e-02
9.988206167364e+02,5.458463010493e+06,8.839580625121e+07,0.000000000000e+00,1.884379951810e+03,5.094935698657e-02
1.000000000000e+03,5.462866951909e+06,8.839232563134e+07,0.000000000000e+00,1.889248652452e+03,5.094935698657e-02
1.001179383264e+03,5.467255160566e+06,8.838885702816e+07,0.000000000000e+00,1.894448461929e+03,5.094935698657e-02
1.002358766527e+03,5.471630013776e+06,8.838539971033e+07,0.000000000000e+00,1.899995937010e+03,5.094935698657e-02
1.003832995607e+03,5.477056622126e+06,8.838109482221e+07,0.000000000000e+00,2.384377274818e+03,6.368669623321e-02
1.004754388781e+03,5.480441129688e+06,8.837841075521e+07,0.000000000000e+00,1.494084296127e+03,3.980418514576e-02
1.005675781956e+03,5.483811407435e+06,8.837572979928e+07,0.000000000000e+00,1.498115359001e+03,3.980418514576e-02
1.006597175131e+03,5.487178752632e+06,8.837305370458e+07,0.000000000000e+00,1.502330710668e+03,3.980418514576e-02
1.007518568305e+03,5.490536240675e+06,8.837038562153e+07,0.000000000000e+00,1.506737298115e+03,3.980418514576e-02
1.008670309774e+03,5.494719488085e+06,8.836706172581e+07,0.000000000000e+00,1.890692278470e+03,4.975523143220e-02
1.010109986609e+03,5.499905044343e+06,8.836292282426e+07,0.000000000000e+00,2.375509234296e+03,6.219403929025e-02
1.012359481664e+03,5.507955976398e+06,8.835649183290e+07,0.000000000000e+00,3.744498652028e+03,9.717818639101e-02
1.013457867922e+03,5.511864656544e+06,8.835335664727e+07,0.000000000000e+00,1.836564889983e+03,4.745028632373e-02
1.014556254179e+03,5.515747462201e+06,8.835022692630e+07,0.000000000000e+00,1.845136814462e+03,4.745028632373e-02
1.015654640437e+03,5.519624022650e+06,8.834710780902e+07,0.000000000000e+00,1.854103748140e+03,4.745028632373e-02
1.016753026694e+03,5.523490416238e+06,8.834399802508e+07,0.000000000000e+00,1.863481106965e+03,4.745028632373e-02
1.018126009516e+03,5.528284408857e+06,8.834012386206e+07,0.000000000000e+00,2.344825313341e+03,5.931285790467e-02
1.019842238044e+03,5.534230570145e+06,8.833530005355e+07,0.000000000000e+00,2.956860796929e+03,7.414107238083e-02
1.021183041581e+03,5.538852705179e+06,8.833154141601e+07,0.000000000000e+00,2.326642551771e+03,5.792271279752e-02
1.022523845118e+03,5.543458351441e+06,8.832778478422e+07,0.000000000000e+00,2.344010020313e+03,5.792271279752e-02
1.023864648655e+03,5.548040039060e+06,8.832404328266e+07,0.000000000000e+00,2.362208275542e+03,5.792271279752e-02
1.025205452192e+03,5.552574133148e+06,8.832031369599e+07,0.000000000000e+00,2.381277377084e+03,5.792271279752e-02
1.026043454402e+03,5.555402471341e+06,8.831798706290e+07,0.000000000000e+00,1.495978678308e+03,3.620169549845e-02
1.026881456613e+03,5.558223398015e+06,8.831566452748e+07,0.000000000000e+00,1.503890940395e+03,3.620169549845e-02
1.027719458823e+03,5.561034839645e+06,8.831334590973e+07,0.000000000000e+00,1.512041971933e+03,3.620169549845e-02
1.028557461034e+03,5.563835684564e+06,8.831103107986e+07,0.000000000000e+00,1.520438290243e+03,3.620169549845e-02
1.029395463245e+03,5.566591868010e+06,8.830871740317e+07,0.000000000000e+00,1.529060272797e+03,3.620169549845e-02
1.030442966008e+03,5.570069146636e+06,8.830582485769e+07,0.000000000000e+00,1.925172993121e+03,4.525211937307e-02
1.031752344462e+03,5.574349381023e+06,8.830222196717e+07,0.000000000000e+00,2.428912176431e+03,5.656514921634e-02
1.033798248296e+03,5.580964525784e+06,8.829661486783e+07,0.000000000000e+00,3.853163708783e+03,8.838304565053e-02
1.035844152131e+03,5.587511853710e+06,8.829102653686e+07,0.000000000000e+00,3.914754708896e+03,8.838304565053e-02
1.037122842027e+03,5.591569847291e+06,8.828754087771e+07,0.000000000000e+00,2.471564451491e+03,5.523940353158e-02
1.038401531924e+03,5.595606889982e+06,8.828405279283e+07,0.000000000000e+00,2.497083429412e+03,5.523940353158e-02
1.039680221821e+03,5.599606325979e+06,8.828057215165e+07,0.000000000000e+00,2.523476605387e+03,5.523940353158e-02
1.040958911717e+03,5.603566260315e+06,8.827710035028e+07,0.000000000000e+00,2.550884754713e+03,5.523940353158e-02
1.042557274088e+03,5.608460395525e+06,8.827277081782e+07,0.000000000000e+00,3.233425661365e+03,6.904925441448e-02
1.044555227051e+03,5.614489440000e+06,8.826737145691e+07,0.000000000000e+00,4.115622212479e+03,8.631156801809e-02
1.046116127804e+03,5.619160072809e+06,8.826316007197e+07,0.000000000000e+00,3.262422482478e+03,6.743091251414e-02
1.047677028557e+03,5.623780909142e+06,8.825894093974e+07,0.000000000000e+00,3.310975827202e+03,6.743091251414e-02
1.049237929309e+03,5.628335068951e+06,8.825473278455e+07,0.000000000000e+00,3.361378887763e+03,6.743091251414e-02
1.050798830062e+03,5.632831758119e+06,8.825053252135e+07,0.000000000000e+00,3.413860933314e+03,6.743091251414e-02
1.052749956003e+03,5.638360625037e+06,8.824528965423e+07,0.000000000000e+00,4.353433284890e+03,8.428864064267e-02
1.053969409716e+03,5.641779702475e+06,8.824201519735e+07,0.000000000000e+00,2.755784490981e+03,5.268040040167e-02
1.055188863429e+03,5.645159494774e+06,8.823874229724e+07,0.000000000000e+00,2.791868075624e+03,5.268040040167e-02
1.056408317142e+03,5.648490081771e+06,8.823546063639e+07,0.000000000000e+00,2.828740902627e+03,5.268040040167e-02
1.057627770855e+03,5.651790146216e+06,8.823217967969e+07,0.000000000000e+00,2.866446787608e+03,5.268040040167e-02
1.059152087996e+03,5.655866404901e+06,8.822808426223e+07,0.000000000000e+00,3.643866282188e+03,6.585050050208e-02
1.061057484422e+03,5.660861563853e+06,8.822296784714e+07,0.000000000000e+00,4.653632196433e+03,8.231312562760e-02
1.064034666339e+03,5.668408199668e+06,8.821497093362e+07,0.000000000000e+00,7.523708670618e+03,1.286142587931e-01
1.067011848255e+03,5.675716462659e+06,8.820695513397e+07,0.000000000000e+00,7.784695487554e+03,1.286142587931e-01
1.068500439214e+03,5.679299633055e+06,8.820294437529e+07,0.000000000000e+00,3.959329710170e+03,6.430712939657e-02
1.069989030172e+03,5.682817328843e+06,8.819893569885e+07,0.000000000000e+00,4.028356366216e+03,6.430712939657e-02
1.071477621130e+03,5.686264010090e+06,8.819492660656e+07,0.000000000000e+00,4.099527252442e+03,6.430712939657e-02
1.073338359828e+03,5.690463982005e+06,8.818991124281e+07,0.000000000000e+00,5.239398678837e+03,8.038391174570e-02
1.074501321514e+03,5.693054514827e+06,8.818677261723e+07,0.000000000000e+00,3.320751294573e+03,5.023994484106e-02
1.075664283200e+03,5.695589747762e+06,8.818362909718e+07,0.000000000000e+00,3.367855301467e+03,5.023994484106e-02
1.076827244886e+03,5.698089756637e+06,8.818048092958e+07,0.000000000000e+00,3.415869183163e+03,5.023994484106e-02
1.077990206573e+03,5.699687381573e+06,8.817811247394e+07,0.000000000000e+00,3.534016804676e+03,5.023994484106e-02
1.079443908680e+03,5.700291947486e+06,8.817611628385e+07,0.000000000000e+00,4.845622502096e+03,6.279993105133e-02
1.081261036315e+03,5.700491225480e+06,8.817325496157e+07,0.000000000000e+00,6.979540808132e+03,7.849991381416e-02
1.084100298244e+03,5.700555476968e+06,8.816709213062e+07,0.000000000000e+00,1.284475091387e+04,1.226561153346e-01
1.089645731699e+03,5.700577406030e+06,8.815198741991e+07,0.000000000000e+00,2.825873231436e+04,2.395627252629e-01
1.103184387595e+03,5.700574335916e+06,8.811230528355e+07,0.000000000000e+00,7.185305233606e+04,5.848699347240e-01
1.144501086498e+03,5.700544805222e+06,8.799195620488e+07,0.000000000000e+00,2.185470843461e+05,1.784881392590e+00
1.185817785401e+03,5.700513222142e+06,8.787379967734e+07,0.000000000000e+00,2.163564999184e+05,1.784881392590e+00
1.237463659029e+03,5.700473720656e+06,8.772960652335e+07,0.000000000000e+00,2.669432623434e+05,2.231101740738e+00
1.302021001064e+03,5.700425332190e+06,8.755466271695e+07,0.000000000000e+00,3.283804503170e+05,2.788877175922e+00
1.402891847994e+03,5.700352533648e+06,8.729357878810e+07,0.000000000000e+00,5.008261847703e+05,4.357620587379e+00
1.518632588735e+03,5.700271555021e+06,8.700923267864e+07,0.000000000000e+00,5.594271557490e+05,5.000000000000e+00
1.634373329476e+03,5.700195263085e+06,8.673878608532e+07,0.000000000000e+00,5.455227325432e+05,5.000000000000e+00
1.750114070216e+03,5.700122329890e+06,8.648111059555e+07,0.000000000000e+00,5.327485999250e+05,5.000000000000e+00
1.865854810957e+03,5.700050722605e+06,8.623534634945e+07,0.000000000000e+00,5.208358128608e+05,5.000000000000e+00
1.932927405479e+03,5.700009553225e+06,8.609665565787e+07,0.000000000000e+00,2.980964028514e+05,2.897536083328e+00
2.000000000000e+03,5.699966065499e+06,8.596159228656e+07,0.000000000000e+00,2.944713512857e+05,2.897536083328e+00
2.115740740741e+03,5.699890481479e+06,8.573864532825e+07,0.000000000000e+00,4.980224637875e+05,5.000000000000e+00
2.231481481481e+03,5.699838439159e+06,8.552519843046e+07,0.000000000000e+00,4.884989387304e+05,5.000000000000e+00
2.347222222222e+03,5.699788118855e+06,8.532077215330e+07,0.000000000000e+00,4.794765970255e+05,5.000000000000e+00
2.462962962963e+03,5.699738904409e+06,8.512497743819e+07,0.000000000000e+00,4.708439281941e+05,5.000000000000e+00
2.578703703704e+03,5.699690505548e+06,8.493752396344e+07,0.000000000000e+00,4.625018832941e+05,5.000000000000e+00
2.694444444444e+03,5.699643577291e+06,8.475794535506e+07,0.000000000000e+00,4.546255355539e+05,5.000000000000e+00
2.810185185185e+03,5.699597708687e+06,8.458583861037e+07,0.000000000000e+00,4.471526494644e+05,5.000000000000e+00
2.925925925926e+03,5.699552379346e+06,8.442086612164e+07,0.000000000000e+00,4.400178664212e+05,5.000000000000e+00
3.000000000000e+03,5.699523383896e+06,8.431809691604e+07,0.000000000000e+00,2.787982142356e+05,3.200000000000e+00
3.115740740741e+03,5.699477202929e+06,8.416415767184e+07,0.000000000000e+00,4.289855673412e+05,5.000000000000e+00
3.231481481481e+03,5.699428176785e+06,8.401651469980e+07,0.000000000000e+00,4.226919862393e+05,5.000000000000e+00
3.347222222222e+03,5.699377626454e+06,8.387487298846e+07,0.000000000000e+00,4.166922601004e+05,5.000000000000e+00
3.462962962963e+03,5.699343892410e+06,8.373889216806e+07,0.000000000000e+00,4.110145645453e+05,5.000000000000e+00
3.578703703704e+03,5.699311499126e+06,8.360826850345e+07,0.000000000000e+00,4.056560552856e+05,5.000000000000e+00
3.694444444444e+03,5.699280188436e+06,8.348273005980e+07,0.000000000000e+00,4.005697547486e+05,5.000000000000e+00
3.810185185185e+03,5.699250238765e+06,8.336196570082e+07,0.000000000000e+00,3.957943080433e+05,5.000000000000e+00
3.925925925926e+03,5.699221563854e+06,8.324568506680e+07,0.000000000000e+00,3.913093103579e+05,5.000000000000e+00
3.962962962963e+03,5.699212507720e+06,8.320892258603e+07,0.000000000000e+00,1.247715425523e+05,1.600000000000e+00
4.000000000000e+03,5.699203608443e+06,8.317259813969e+07,0.000000000000e+00,1.243333521575e+05,1.600000000000e+00
4.037037037037e+03,5.699194825169e+06,8.313670273489e+07,0.000000000000e+00,1.239041302635e+05,1.600000000000e+00
4.083333333333e+03,5.699183877597e+06,8.309249539635e+07,0.000000000000e+00,1.542182861356e+05,2.000000000000e+00
4.141203703704e+03,5.699170317640e+06,8.303824963001e+07,0.000000000000e+00,1.917593084839e+05,2.500000000000e+00
4.199074074074e+03,5.699157042429e+06,8.298498374083e+07,0.000000000000e+00,1.907791632697e+05,2.500000000000e+00
4.271412037037e+03,5.699140640227e+06,8.291988862831e+07,0.000000000000e+00,2.369865110174e+05,3.125000000000e+00
4.361834490741e+03,5.699120747664e+06,8.284072508185e+07,0.000000000000e+00,2.940271547742e+05,3.906250000000e+00
4.477575231481e+03,5.699096092371e+06,8.274278087035e+07,0.000000000000e+00,3.729688658968e+05,5.000000000000e+00
4.492042824074e+03,5.699092975873e+06,8.273058989852e+07,0.000000000000e+00,4.656911397258e+04,6.250000000000e-01
4.495659722222e+03,5.699092192043e+06,8.272754540097e+07,0.000000000000e+00,1.163904041138e+04,1.562500000000e-01
4.496563946759e+03,5.699091994728e+06,8.272678447891e+07,0.000000000000e+00,2.909557878585e+03,3.906250000000e-02
4.497016059028e+03,5.699091895857e+06,8.272640406863e+07,0.000000000000e+00,1.454728404657e+03,1.953125000000e-02
4.497468171296e+03,5.699091796137e+06,8.272602370931e+07,0.000000000000e+00,1.454677897104e+03,1.953125000000e-02
4.497694227431e+03,5.699091746278e+06,8.272583352215e+07,0.000000000000e+00,7.273263217351e+02,9.765625000000e-03
4.497807255498e+03,5.699091721348e+06,8.272573842670e+07,0.000000000000e+00,3.636600041722e+02,4.882812500000e-03
4.497920283565e+03,5.699091696418e+06,8.272564332999e+07,0.000000000000e+00,3.636568474827e+02,4.882812500000e-03
4.498033311632e+03,5.699091671488e+06,8.272554823204e+07,0.000000000000e+00,3.636536907992e+02,4.882812500000e-03
4.498103954174e+03,5.699091655907e+06,8.272548879518e+07,0.000000000000e+00,2.272823236719e+02,3.051757812500e-03
4.498174596716e+03,5.699091640326e+06,8.272542935784e+07,0.000000000000e+00,2.272810905957e+02,3.051757812500e-03
4.498245239258e+03,5.699091624745e+06,8.272536992001e+07,0.000000000000e+00,2.272798575210e+02,3.051757812500e-03
4.498315881800e+03,5.699091609164e+06,8.272531048169e+07,0.000000000000e+00,2.272786244477e+02,3.051757812500e-03
4.498404184977e+03,5.699091589687e+06,8.272523618310e+07,0.000000000000e+00,2.840963538851e+02,3.814697265625e-03
4.498459374463e+03,5.699091577515e+06,8.272518974610e+07,0.000000000000e+00,1.775594685719e+02,2.384185791016e-03
4.498514563949e+03,5.699091565342e+06,8.272514330880e+07,0.000000000000e+00,1.775587159663e+02,2.384185791016e-03
4.498569753435e+03,5.699091553169e+06,8.272509687121e+07,0.000000000000e+00,1.775579633613e+02,2.384185791016e-03
4.498624942921e+03,5.699091540996e+06,8.272505043331e+07,0.000000000000e+00,1.775572107571e+02,2.384185791016e-03
4.498693929778e+03,5.699091525517e+06,8.272499241623e+07,0.000000000000e+00,2.219453392437e+02,2.980232238770e-03
4.498737046564e+03,5.699091515843e+06,8.272495615531e+07,0.000000000000e+00,1.387153783549e+02,1.862645149231e-03
4.498780163350e+03,5.699091506168e+06,8.272491989421e+07,0.000000000000e+00,1.387149196827e+02,1.862645149231e-03
4.498823280136e+03,5.699091496514e+06,8.272488363489e+07,0.000000000000e+00,1.387144611240e+02,1.862645149231e-03
4.498866396922e+03,5.699091486859e+06,8.272484737538e+07,0.000000000000e+00,1.387140025657e+02,1.862645149231e-03
4.498920292904e+03,5.699091475022e+06,8.272480205228e+07,0.000000000000e+00,1.733917858793e+02,2.328306436539e-03
