# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff surface [mol d^-1]
# Region: surface outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: runoff subsurface [mol d^-1]
# Region: lakeside
# Reduction: extensive integral
# Variable: water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Reduction: integral
# Variable: surface-water_source
# Number of Vectors: 1
# =============================================================================
"time [d]","surface water content [mol]","subsurface water content [mol]","runoff surface [mol d^-1]","runoff subsurface [mol d^-1]","rain precipitation [m d^-1]"
4.498987662882e+03,5.699091460225e+06,8.272474539801e+07,0.000000000000e+00,2.167386115256e+02,2.910383045673e-03
4.499040295677e+03,5.699091448664e+06,8.272470113655e+07,0.000000000000e+00,1.693263561576e+02,2.273736754417e-03
4.499092928472e+03,5.699091437865e+06,8.272465687720e+07,0.000000000000e+00,1.693256704349e+02,2.273736754417e-03
4.499145561268e+03,5.699091427067e+06,8.272461261757e+07,0.000000000000e+00,1.693249847129e+02,2.273736754417e-03
4.499198194063e+03,5.699091416268e+06,8.272456835767e+07,0.000000000000e+00,1.693242989914e+02,2.273736754417e-03
4.499231089560e+03,5.699091409518e+06,8.272454069510e+07,0.000000000000e+00,1.058274190099e+02,1.421085471511e-03
4.499263985057e+03,5.699091402769e+06,8.272451303241e+07,0.000000000000e+00,1.058271511503e+02,1.421085471511e-03
4.499296880554e+03,5.699091396020e+06,8.272448536962e+07,0.000000000000e+00,1.058268832908e+02,1.421085471511e-03
4.499329776051e+03,5.699091389271e+06,8.272445770672e+07,0.000000000000e+00,1.058266154315e+02,1.421085471511e-03
4.499362671548e+03,5.699091382521e+06,8.272443004372e+07,0.000000000000e+00,1.058263475724e+02,1.421085471511e-03
4.499403790919e+03,5.699091374085e+06,8.272439546481e+07,0.000000000000e+00,1.322825159358e+02,1.776356839389e-03
4.499455190133e+03,5.699091364548e+06,8.272435224639e+07,0.000000000000e+00,1.653524872902e+02,2.220446049243e-03
4.499495345769e+03,5.699091357097e+06,8.272431848182e+07,0.000000000000e+00,1.291812293118e+02,1.734723475993e-03
4.499535501405e+03,5.699091349646e+06,8.272428471709e+07,0.000000000000e+00,1.291808279268e+02,1.734723475993e-03
4.499575657041e+03,5.699091342195e+06,8.272425095220e+07,0.000000000000e+00,1.291804265421e+02,1.734723475993e-03
4.499615812677e+03,5.699091334744e+06,8.272421718715e+07,0.000000000000e+00,1.291800251576e+02,1.734723475993e-03
4.499640909950e+03,5.699091330087e+06,8.272419608392e+07,0.000000000000e+00,8.073735893222e+01,1.084202172488e-03
4.499666007222e+03,5.699091325431e+06,8.272417498062e+07,0.000000000000e+00,8.073720214157e+01,1.084202172488e-03
4.499691104495e+03,5.699091320774e+06,8.272415387725e+07,0.000000000000e+00,8.073704535097e+01,1.084202172488e-03
4.499716201767e+03,5.699091316117e+06,8.272413277383e+07,0.000000000000e+00,8.073688856045e+01,1.084202172488e-03
4.499741299040e+03,5.699091311460e+06,8.272411167034e+07,0.000000000000e+00,8.073673176999e+01,1.084202172488e-03
4.499772670631e+03,5.699091301955e+06,8.272408529806e+07,0.000000000000e+00,1.009206809971e+02,1.355252715617e-03
4.499811885119e+03,5.699091290073e+06,8.272405233258e+07,0.000000000000e+00,1.261504860648e+02,1.694065894514e-03
4.499842521438e+03,5.699091280790e+06,8.272402657819e+07,0.000000000000e+00,9.855484434911e+01,1.323488980085e-03
4.499873157757e+03,5.699091269488e+06,8.272400082678e+07,0.000000000000e+00,9.855461092095e+01,1.323488980085e-03
4.499903794076e+03,5.699091258185e+06,8.272397507527e+07,0.000000000000e+00,9.855437749290e+01,1.323488980085e-03
4.499934430395e+03,5.699091246882e+06,8.272394932367e+07,0.000000000000e+00,9.855414406497e+01,1.323488980085e-03
4.499972725794e+03,5.699091239115e+06,8.272391712897e+07,0.000000000000e+00,1.231923362210e+02,1.654361225098e-03
4.499996660418e+03,5.699091234260e+06,8.272389700720e+07,0.000000000000e+00,7.699507581937e+01,1.033975765705e-03
4.500020595042e+03,5.699091229405e+06,8.272387688538e+07,0.000000000000e+00,7.699494149930e+01,1.033975765705e-03
4.500044529666e+03,5.699091224550e+06,8.272385676351e+07,0.000000000000e+00,7.699480717929e+01,1.033975765705e-03
4.500068464290e+03,5.699091219695e+06,8.272383664157e+07,0.000000000000e+00,7.699467285934e+01,1.033975765705e-03
4.500098382571e+03,5.699091213627e+06,8.272381148907e+07,0.000000000000e+00,9.624313119935e+01,1.292469707131e-03
4.500135780421e+03,5.699091214054e+06,8.272378004245e+07,0.000000000000e+00,1.203034838956e+02,1.615587133914e-03
4.500164997492e+03,5.699091214388e+06,8.272375547468e+07,0.000000000000e+00,9.398683427848e+01,1.262177448362e-03
4.500194214562e+03,5.699091208665e+06,8.272373091341e+07,0.000000000000e+00,9.398666011500e+01,1.262177448392e-03
4.500223431633e+03,5.699091202942e+06,8.272370635205e+07,0.000000000000e+00,9.398648594941e+01,1.262177448392e-03
4.500252648703e+03,5.699091194440e+06,8.272368179416e+07,0.000000000000e+00,9.398624733417e+01,1.262177448392e-03
4.500289170041e+03,5.699091184594e+06,8.272365109607e+07,0.000000000000e+00,1.174824831174e+02,1.577721810490e-03
4.500311995878e+03,5.699091178440e+06,8.272363190969e+07,0.000000000000e+00,7.342642458480e+01,9.860761315525e-04
4.500334821714e+03,5.699091172286e+06,8.272361272327e+07,0.000000000000e+00,7.342629722152e+01,9.860761315525e-04
4.500357647551e+03,5.699091166133e+06,8.272359353679e+07,0.000000000000e+00,7.342616985830e+01,9.860761315525e-04
4.500380473387e+03,5.699091159979e+06,8.272357435026e+07,0.000000000000e+00,7.342604249512e+01,9.860761315525e-04
4.500409005682e+03,5.699091155256e+06,8.272355036536e+07,0.000000000000e+00,9.178235140084e+01,1.232595164448e-03
4.500444671052e+03,5.699091149193e+06,8.272352038472e+07,0.000000000000e+00,1.147276205814e+02,1.540743955553e-03
4.500472534622e+03,5.699091144457e+06,8.272349696226e+07,0.000000000000e+00,8.963075907820e+01,1.203706215262e-03
4.500500398191e+03,5.699091139720e+06,8.272347353972e+07,0.000000000000e+00,8.963056457822e+01,1.203706215262e-03
4.500528261761e+03,5.699091133950e+06,8.272345011896e+07,0.000000000000e+00,8.963037220494e+01,1.203706215262e-03
4.500556125331e+03,5.699091128179e+06,8.272342669812e+07,0.000000000000e+00,8.963017983176e+01,1.203706215262e-03
4.500590954793e+03,5.699091120046e+06,8.272339742363e+07,0.000000000000e+00,1.120374270821e+02,1.504632769078e-03
4.500612723207e+03,5.699091114963e+06,8.272337912701e+07,0.000000000000e+00,7.002327563346e+01,9.403954806626e-04
4.500634491621e+03,5.699091109880e+06,8.272336083034e+07,0.000000000000e+00,7.002315934373e+01,9.403954806924e-04
4.500656260035e+03,5.699091104797e+06,8.272334253363e+07,0.000000000000e+00,7.002304305183e+01,9.403954806924e-04
4.500678028449e+03,5.699091100080e+06,8.272332423717e+07,0.000000000000e+00,7.002292554679e+01,9.403954806924e-04
4.500705238966e+03,5.699091094185e+06,8.272330136653e+07,0.000000000000e+00,8.752847333084e+01,1.175494350851e-03
4.500722245540e+03,5.699091090501e+06,8.272328707234e+07,0.000000000000e+00,5.470522411300e+01,7.346839692891e-04
4.500739252113e+03,5.699091086816e+06,8.272327277813e+07,0.000000000000e+00,5.470515239370e+01,7.346839692891e-04
4.500756258686e+03,5.699091083132e+06,8.272325848388e+07,0.000000000000e+00,5.470508067441e+01,7.346839692891e-04
4.500773265260e+03,5.699091079447e+06,8.272324418961e+07,0.000000000000e+00,5.470500895515e+01,7.346839692891e-04
4.500794523476e+03,5.699091074841e+06,8.272322632173e+07,0.000000000000e+00,6.838114913206e+01,9.183549616039e-04
4.500821096247e+03,5.699091069084e+06,8.272320398681e+07,0.000000000000e+00,8.547626131989e+01,1.147943702012e-03
4.500841856225e+03,5.699091064587e+06,8.272318653761e+07,0.000000000000e+00,6.677822228618e+01,8.968310171962e-04
4.500862616202e+03,5.699091060089e+06,8.272316908836e+07,0.000000000000e+00,6.677811541630e+01,8.968310171962e-04
4.500883376179e+03,5.699091055591e+06,8.272315163907e+07,0.000000000000e+00,6.677800854646e+01,8.968310171962e-04
4.500904136156e+03,5.699091051093e+06,8.272313418974e+07,0.000000000000e+00,6.677790167665e+01,8.968310171962e-04
4.500930086128e+03,5.699091045471e+06,8.272311237802e+07,0.000000000000e+00,8.347221011291e+01,1.121038771510e-03
4.500946304860e+03,5.699091041957e+06,8.272309874565e+07,0.000000000000e+00,5.217006609358e+01,7.006492322087e-04
4.500962523592e+03,5.699091038444e+06,8.272308511326e+07,0.000000000000e+00,5.217000086549e+01,7.006492322087e-04
4.500978742325e+03,5.699091034930e+06,8.272307148085e+07,0.000000000000e+00,5.216993563742e+01,7.006492322087e-04
4.500994961057e+03,5.699091031416e+06,8.272305784841e+07,0.000000000000e+00,5.216987040937e+01,7.006492322087e-04
4.501015234472e+03,5.699091028376e+06,8.272304080884e+07,0.000000000000e+00,6.521223750067e+01,8.758115402460e-04
4.501040576241e+03,5.699091024575e+06,8.272301950933e+07,0.000000000000e+00,8.151513982912e+01,1.094764425308e-03
4.501060374498e+03,5.699091021606e+06,8.272300286903e+07,0.000000000000e+00,6.368360713832e+01,8.552847072780e-04
4.501080172755e+03,5.699091015810e+06,8.272298623199e+07,0.000000000000e+00,6.368350742686e+01,8.552847072780e-04
4.501099971012e+03,5.699091010737e+06,8.272296959431e+07,0.000000000000e+00,6.368341156914e+01,8.552847072780e-04
4.501119769270e+03,5.699091006107e+06,8.272295295628e+07,0.000000000000e+00,6.368331540114e+01,8.552847072780e-04
4.501144517091e+03,5.699091000507e+06,8.272293215871e+07,0.000000000000e+00,7.960399338851e+01,1.069105884105e-03
4.501159984479e+03,5.699090997007e+06,8.272291916020e+07,0.000000000000e+00,4.975243693541e+01,6.681911775470e-04
4.501175451868e+03,5.699090993508e+06,8.272290616166e+07,0.000000000000e+00,4.975237800440e+01,6.681911775470e-04
4.501190919256e+03,5.699090990008e+06,8.272289316310e+07,0.000000000000e+00,4.975231907340e+01,6.681911775470e-04
4.501206386644e+03,5.699090986444e+06,8.272288016492e+07,0.000000000000e+00,4.975225994514e+01,6.681911775470e-04
4.501225720880e+03,5.699090981989e+06,8.272286391716e+07,0.000000000000e+00,6.219023254464e+01,8.352389719486e-04
4.501249888674e+03,5.699090976420e+06,8.272284360741e+07,0.000000000000e+00,7.773764632478e+01,1.044048714936e-03
4.501268769764e+03,5.699090972070e+06,8.272282774037e+07,0.000000000000e+00,6.073244808376e+01,8.156630585492e-04
4.501287650853e+03,5.699090967719e+06,8.272281187330e+07,0.000000000000e+00,6.073235997589e+01,8.156630585492e-04
4.501306531942e+03,5.699090963369e+06,8.272279600619e+07,0.000000000000e+00,6.073227186806e+01,8.156630585492e-04
4.501325413032e+03,5.699090959018e+06,8.272278013905e+07,0.000000000000e+00,6.073218376025e+01,8.156630585492e-04
4.501349014393e+03,5.699090953580e+06,8.272276030507e+07,0.000000000000e+00,7.591509203135e+01,1.019578823179e-03
4.501363765244e+03,5.699090950181e+06,8.272274790881e+07,0.000000000000e+00,4.744687874317e+01,6.372367644906e-04
4.501378516095e+03,5.699090946782e+06,8.272273551252e+07,0.000000000000e+00,4.744682496648e+01,6.372367644906e-04
4.501393266946e+03,5.699090943383e+06,8.272272311622e+07,0.000000000000e+00,4.744677118980e+01,6.372367644906e-04
4.501408017797e+03,5.699090939984e+06,8.272271071989e+07,0.000000000000e+00,4.744671741314e+01,6.372367644906e-04
4.501426456361e+03,5.699090932343e+06,8.272269522924e+07,0.000000000000e+00,5.930831737577e+01,7.965459556282e-04
4.501449504566e+03,5.699090922791e+06,8.272267586588e+07,0.000000000000e+00,7.413527267068e+01,9.956824445426e-04
4.501467510976e+03,5.699090915329e+06,8.272266073822e+07,0.000000000000e+00,5.791810605965e+01,7.778769097924e-04
4.501485517386e+03,5.699090907866e+06,8.272264561053e+07,0.000000000000e+00,5.791803034584e+01,7.778769097924e-04
4.501503523796e+03,5.699090905952e+06,8.272263047772e+07,0.000000000000e+00,5.791794835619e+01,7.778769097924e-04
4.501521530206e+03,5.699090904037e+06,8.272261534488e+07,0.000000000000e+00,5.791786636656e+01,7.778769097924e-04
4.501544038218e+03,5.699090903777e+06,8.272259642698e+07,0.000000000000e+00,7.239719938424e+01,9.723461372554e-04
4.501558105726e+03,5.699090903615e+06,8.272258460327e+07,0.000000000000e+00,4.524819743657e+01,6.077163357735e-04
4.501572173234e+03,5.699090903453e+06,8.272257277953e+07,0.000000000000e+00,4.524814525883e+01,6.077163357735e-04
4.501586240741e+03,5.699090903290e+06,8.272256095578e+07,0.000000000000e+00,4.524809308110e+01,6.077163357735e-04
4.501600308249e+03,5.699090903128e+06,8.272254913200e+07,0.000000000000e+00,4.524804090338e+01,6.077163357735e-04
4.501617892634e+03,5.699090900124e+06,8.272253435553e+07,0.000000000000e+00,5.655997523013e+01,7.596454197168e-04
4.501639873115e+03,5.699090896368e+06,8.272251588489e+07,0.000000000000e+00,7.069985044535e+01,9.495567746460e-04
4.501657045365e+03,5.699090893435e+06,8.272250145468e+07,0.000000000000e+00,5.523418577683e+01,7.418412301838e-04
4.501674217616e+03,5.699090890501e+06,8.272248702443e+07,0.000000000000e+00,5.523411339609e+01,7.418412302136e-04
4.501691389867e+03,5.699090887567e+06,8.272247259415e+07,0.000000000000e+00,5.523404101316e+01,7.418412302136e-04
4.501708562118e+03,5.699090884633e+06,8.272245816385e+07,0.000000000000e+00,5.523396863024e+01,7.418412302136e-04
4.501730027431e+03,5.699090877430e+06,8.272244013028e+07,0.000000000000e+00,6.904234897544e+01,9.273015377522e-04
4.501743443252e+03,5.699090872928e+06,8.272242885928e+07,0.000000000000e+00,4.315142443339e+01,5.795634610951e-04
4.501756859073e+03,5.699090870366e+06,8.272241758645e+07,0.000000000000e+00,4.315138044385e+01,5.795634610951e-04
4.501770274893e+03,5.699090867955e+06,8.272240631352e+07,0.000000000000e+00,4.315133552859e+01,5.795634610951e-04
4.501783690714e+03,5.699090865545e+06,8.272239504056e+07,0.000000000000e+00,4.315129061334e+01,5.795634610951e-04
4.501800460490e+03,5.699090862475e+06,8.272238094958e+07,0.000000000000e+00,5.393904267379e+01,7.244543263614e-04
4.501821422711e+03,5.699090858286e+06,8.272236333631e+07,0.000000000000e+00,6.742369390980e+01,9.055679079592e-04
4.501837799445e+03,5.699090855014e+06,8.272234957591e+07,0.000000000000e+00,5.267469407355e+01,7.074749280810e-04
4.501854176179e+03,5.699090851741e+06,8.272233581549e+07,0.000000000000e+00,5.267462728099e+01,7.074749280810e-04
4.501870552914e+03,5.699090848468e+06,8.272232205503e+07,0.000000000000e+00,5.267456048845e+01,7.074749280810e-04
4.501886929648e+03,5.699090844513e+06,8.272230829562e+07,0.000000000000e+00,5.267449477800e+01,7.074749280810e-04
4.501907400566e+03,5.699090839614e+06,8.272229109640e+07,0.000000000000e+00,6.584301563556e+01,8.843436601162e-04
4.501920194890e+03,5.699090836552e+06,8.272228034687e+07,0.000000000000e+00,4.115184460113e+01,5.527147875726e-04
4.501932989214e+03,5.699090833490e+06,8.272226959732e+07,0.000000000000e+00,4.115180443003e+01,5.527147875726e-04
4.501945783538e+03,5.699090830429e+06,8.272225884776e+07,0.000000000000e+00,4.115176425895e+01,5.527147875726e-04
4.501958577861e+03,5.699090827367e+06,8.272224809818e+07,0.000000000000e+00,4.115172408787e+01,5.527147875726e-04
4.501974570766e+03,5.699090823539e+06,8.272223466118e+07,0.000000000000e+00,5.143959234311e+01,6.908934844732e-04
4.501994561897e+03,5.699090819052e+06,8.272221786520e+07,0.000000000000e+00,6.429939168336e+01,8.636168555915e-04
4.502025798039e+03,5.699090811624e+06,8.272219162215e+07,0.000000000000e+00,1.004675591302e+02,1.349401336849e-03
4.502057034181e+03,5.699090801238e+06,8.272216538223e+07,0.000000000000e+00,1.004673234923e+02,1.349401336849e-03
4.502096079359e+03,5.699090770238e+06,8.272213260068e+07,0.000000000000e+00,1.255838227543e+02,1.686751671046e-03
4.502144885831e+03,5.699090657980e+06,8.272209169758e+07,0.000000000000e+00,1.569794476466e+02,2.108439588815e-03
4.502221145943e+03,5.699090145838e+06,8.272202812352e+07,0.000000000000e+00,2.452809140074e+02,3.294436857522e-03
4.502370091475e+03,5.699087759316e+06,8.272190532511e+07,0.000000000000e+00,4.790769249608e+02,6.434446987361e-03
4.502733728028e+03,5.699078256536e+06,8.272160903030e+07,0.000000000000e+00,1.169783550398e+03,1.570909909025e-02
4.503843458720e+03,5.699043993098e+06,8.272070727689e+07,0.000000000000e+00,3.572579312813e+03,4.794036587599e-02
4.508076745355e+03,5.698908334355e+06,8.271722885602e+07,0.000000000000e+00,1.366790609892e+04,1.828779826202e-01
4.513123216277e+03,5.698748998768e+06,8.271304518938e+07,0.000000000000e+00,1.632553616230e+04,2.180075438264e-01
4.518169687198e+03,5.698596901237e+06,8.270884333296e+07,0.000000000000e+00,1.633847445712e+04,2.180075438264e-01
4.523216158120e+03,5.698445341046e+06,8.270463457792e+07,0.000000000000e+00,1.633993458908e+04,2.180075438264e-01
4.528262629042e+03,5.698297068356e+06,8.270042529344e+07,0.000000000000e+00,1.633527778890e+04,2.180075438264e-01
4.534570717695e+03,5.698112995885e+06,8.269516837953e+07,0.000000000000e+00,2.040630963090e+04,2.725094297830e-01
4.542455828510e+03,5.697899067903e+06,8.268860989252e+07,0.000000000000e+00,2.548454206660e+04,3.406367872287e-01
4.548616071335e+03,5.697733220066e+06,8.268349454000e+07,0.000000000000e+00,1.989497770762e+04,2.661224900224e-01
4.554776314159e+03,5.697574691722e+06,8.267838827883e+07,0.000000000000e+00,1.988021508358e+04,2.661224900224e-01
4.560936556984e+03,5.697438102556e+06,8.267329219187e+07,0.000000000000e+00,1.986637225411e+04,2.661224900224e-01
4.567096799809e+03,5.697302235541e+06,8.266820573682e+07,0.000000000000e+00,1.985321468495e+04,2.661224900224e-01
4.574797103339e+03,5.697134117972e+06,8.266186214545e+07,0.000000000000e+00,2.479672666913e+04,3.326531125280e-01
4.579609793046e+03,5.697029561246e+06,8.265790295436e+07,0.000000000000e+00,1.549034150749e+04,2.079081953300e-01
4.584422482753e+03,5.696926544626e+06,8.265394935359e+07,0.000000000000e+00,1.548286200922e+04,2.079081953300e-01
4.589235172459e+03,5.696824786457e+06,8.265000126259e+07,0.000000000000e+00,1.547547932158e+04,2.079081953300e-01
4.594047862166e+03,5.696724808975e+06,8.264605874313e+07,0.000000000000e+00,1.546821889232e+04,2.079081953300e-01
4.600063724300e+03,5.696601188296e+06,8.264113917101e+07,0.000000000000e+00,1.932411786276e+04,2.598852441625e-01
4.607583551966e+03,5.696462792589e+06,8.263500387283e+07,0.000000000000e+00,2.413873249226e+04,3.248565552032e-01
4.615103379633e+03,5.696325050345e+06,8.262888219087e+07,0.000000000000e+00,2.412297639664e+04,3.248565552032e-01
4.619803271925e+03,5.696239167451e+06,8.262506134920e+07,0.000000000000e+00,1.507080994970e+04,2.030353470020e-01
4.624503164216e+03,5.696153526022e+06,8.262124568299e+07,0.000000000000e+00,1.506483115936e+04,2.030353470020e-01
4.629203056508e+03,5.696068157195e+06,8.261743513562e+07,0.000000000000e+00,1.505890205756e+04,2.030353470020e-01
4.633902948800e+03,5.695983059122e+06,8.261362969280e+07,0.000000000000e+00,1.505301048805e+04,2.030353470020e-01
4.639777814164e+03,5.695877017541e+06,8.260888081258e+07,0.000000000000e+00,1.880711431572e+04,2.537941837525e-01
4.647121395870e+03,5.695745830036e+06,8.260295708919e+07,0.000000000000e+00,2.349473425455e+04,3.172427296906e-01
4.652858569078e+03,5.695643676741e+06,8.259833669155e+07,0.000000000000e+00,1.834667041256e+04,2.478458825708e-01
4.658595742286e+03,5.695541991726e+06,8.259372380575e+07,0.000000000000e+00,1.833813764302e+04,2.478458825708e-01
4.664332915493e+03,5.695440730562e+06,8.258911838325e+07,0.000000000000e+00,1.832965173876e+04,2.478458825708e-01
4.670070088701e+03,5.695339929650e+06,8.258452041173e+07,0.000000000000e+00,1.832121635599e+04,2.478458825708e-01
4.677241555210e+03,5.695227766335e+06,8.257878532813e+07,0.000000000000e+00,2.288904975501e+04,3.098073532135e-01
4.680827288465e+03,5.695171593386e+06,8.257592079813e+07,0.000000000000e+00,1.144147810345e+04,1.549036766068e-01
4.685309455034e+03,5.695101260239e+06,8.257234475205e+07,0.000000000000e+00,1.429717870645e+04,1.936295957585e-01
4.690912163244e+03,5.695013228703e+06,8.256788178271e+07,0.000000000000e+00,1.786427045611e+04,2.420369946981e-01
4.699666394823e+03,5.694875581109e+06,8.256092548876e+07,0.000000000000e+00,2.789547881254e+04,3.781828042158e-01
4.716764503376e+03,5.694606673605e+06,8.254740343684e+07,0.000000000000e+00,5.441717644456e+04,7.386382894839e-01
4.758507932460e+03,5.693949667010e+06,8.251476721208e+07,0.000000000000e+00,1.324623019871e+05,1.803316136435e+00
4.787443117646e+03,5.693494532019e+06,8.249232312679e+07,0.000000000000e+00,9.163159063491e+04,1.250000000000e+00
4.801910710238e+03,5.693267284294e+06,8.248114532007e+07,0.000000000000e+00,4.576931894143e+04,6.250000000000e-01
4.816378302831e+03,5.693040410013e+06,8.247001142730e+07,0.000000000000e+00,4.572304812421e+04,6.250000000000e-01
4.830845895423e+03,5.692813960084e+06,8.245892114409e+07,0.000000000000e+00,4.567699853981e+04,6.250000000000e-01
4.845313488016e+03,5.692584852860e+06,8.244787397337e+07,0.000000000000e+00,4.563074196003e+04,6.250000000000e-01
4.854355733386e+03,5.692441973888e+06,8.244098632865e+07,0.000000000000e+00,2.850117518722e+04,3.906250000000e-01
4.863397978757e+03,5.692299591487e+06,8.243411545534e+07,0.000000000000e+00,2.848320158531e+04,3.906250000000e-01
4.872440224127e+03,5.692157726357e+06,8.242726130423e+07,0.000000000000e+00,2.846532457042e+04,3.906250000000e-01
4.881482469497e+03,5.692016450881e+06,8.242042381413e+07,0.000000000000e+00,2.844756059605e+04,3.906250000000e-01
4.890524714868e+03,5.691875756200e+06,8.241360291978e+07,0.000000000000e+00,2.842991442392e+04,3.906250000000e-01
4.901827521581e+03,5.691700340400e+06,8.240510257110e+07,0.000000000000e+00,3.551001222511e+04,4.882812500000e-01
4.915956029972e+03,5.691487321208e+06,8.239451756221e+07,0.000000000000e+00,4.434574690325e+04,6.103515625000e-01
4.926993927153e+03,5.691321466299e+06,8.238627254401e+07,0.000000000000e+00,3.462010233755e+04,4.768371582031e-01
4.938031824333e+03,5.691169793218e+06,8.237805288151e+07,0.000000000000e+00,3.459671306822e+04,4.768371582031e-01
4.949069721514e+03,5.691018085048e+06,8.236985755873e+07,0.000000000000e+00,3.457365831900e+04,4.768371582031e-01
4.960107618695e+03,5.690868628407e+06,8.236168530508e+07,0.000000000000e+00,3.454930319279e+04,4.768371582031e-01
4.973904990170e+03,5.690681566165e+06,8.235150809232e+07,0.000000000000e+00,4.315010945927e+04,5.960464477539e-01
4.991151704515e+03,5.690447474607e+06,8.233884462818e+07,0.000000000000e+00,5.388176733085e+04,7.450580596924e-01
5.000000000000e+03,5.690327171941e+06,8.233236286996e+07,0.000000000000e+00,2.762900306031e+04,3.822463649497e-01
5.026947991164e+03,5.689960467548e+06,8.231276102051e+07,0.000000000000e+00,8.401056656260e+04,1.164153218269e+00
5.059843488190e+03,5.689512329562e+06,8.228903679297e+07,0.000000000000e+00,1.023514054563e+05,1.421085471520e+00
5.092738985216e+03,5.689063706477e+06,8.226551340829e+07,0.000000000000e+00,1.021516593165e+05,1.421085471520e+00
5.125634482241e+03,5.688614597048e+06,8.224218798134e+07,0.000000000000e+00,1.019527355454e+05,1.421085471520e+00
5.158529979267e+03,5.688165060334e+06,8.221905771611e+07,0.000000000000e+00,1.017546418773e+05,1.421085471520e+00
5.199649350550e+03,5.687602916658e+06,8.219044489518e+07,0.000000000000e+00,1.268854118000e+05,1.776356839400e+00
5.251048564653e+03,5.686900432322e+06,8.215513890519e+07,0.000000000000e+00,1.581292256015e+05,2.220446049250e+00
5.291204200671e+03,5.686351826926e+06,8.212783247073e+07,0.000000000000e+00,1.232491682375e+05,1.734723475977e+00
5.311282018680e+03,5.686078075292e+06,8.211424777457e+07,0.000000000000e+00,6.155266080441e+04,8.673617379884e-01
5.331359836689e+03,5.685806900128e+06,8.210073127325e+07,0.000000000000e+00,6.148154321359e+04,8.673617379884e-01
5.351437654698e+03,5.685535954088e+06,8.208728228674e+07,0.000000000000e+00,6.141082750830e+04,8.673617379884e-01
5.371515472707e+03,5.685266436461e+06,8.207390039427e+07,0.000000000000e+00,6.134063663418e+04,8.673617379884e-01
5.384064108962e+03,5.685099159638e+06,8.206556282808e+07,0.000000000000e+00,3.831068905002e+04,5.421010862428e-01
5.396612745218e+03,5.684932868449e+06,8.205725126164e+07,0.000000000000e+00,3.828368362600e+04,5.421010862428e-01
5.409161381474e+03,5.684767561233e+06,8.204896557863e+07,0.000000000000e+00,3.825689208740e+04,5.421010862428e-01
5.421710017729e+03,5.684603296600e+06,8.204070564295e+07,0.000000000000e+00,3.823031501695e+04,5.421010862428e-01
5.434258653985e+03,5.684440036778e+06,8.203247130528e+07,0.000000000000e+00,3.820394913007e+04,5.421010862428e-01
5.449944449304e+03,5.684236892024e+06,8.202221814936e+07,0.000000000000e+00,4.771405302450e+04,6.776263578035e-01
5.469551693454e+03,5.683984084542e+06,8.200946332091e+07,0.000000000000e+00,5.957918384777e+04,8.470329472543e-01
5.484869852945e+03,5.683786682755e+06,8.199953596303e+07,0.000000000000e+00,4.650772126736e+04,6.617444900424e-01
5.500188012437e+03,5.683591606681e+06,8.198964588606e+07,0.000000000000e+00,4.646959106005e+04,6.617444900424e-01
5.515506171929e+03,5.683397861691e+06,8.197979286483e+07,0.000000000000e+00,4.643183610051e+04,6.617444900424e-01
5.530824331421e+03,5.683204573846e+06,8.196997661053e+07,0.000000000000e+00,4.639432170408e+04,6.617444900424e-01
5.549972030785e+03,5.682964482283e+06,8.195776336326e+07,0.000000000000e+00,5.793476874544e+04,8.271806125531e-01
5.573906654991e+03,5.682665475223e+06,8.194258510808e+07,0.000000000000e+00,7.232825196514e+04,1.033975765691e+00
5.592605580152e+03,5.682433081776e+06,8.193078069024e+07,0.000000000000e+00,5.645187918887e+04,8.077935669464e-01
5.611304505313e+03,5.682203139248e+06,8.191902956830e+07,0.000000000000e+00,5.639789739321e+04,8.077935669464e-01
5.630003430474e+03,5.681974926296e+06,8.190733138111e+07,0.000000000000e+00,5.634447306458e+04,8.077935669464e-01
5.648702355634e+03,5.681747732891e+06,8.189568569363e+07,0.000000000000e+00,5.629148485013e+04,8.077935669464e-01
5.672076012085e+03,5.681464324271e+06,8.188120987025e+07,0.000000000000e+00,7.028202516434e+04,1.009741958683e+00
5.701293082649e+03,5.681111979659e+06,8.186324102049e+07,0.000000000000e+00,8.772509240343e+04,1.262177448354e+00
5.724118919027e+03,5.680837626646e+06,8.184927910382e+07,0.000000000000e+00,6.845795384226e+04,9.860761315264e-01
5.746944755405e+03,5.680562146383e+06,8.183539274312e+07,0.000000000000e+00,6.838078801882e+04,9.860761315264e-01
5.769770591783e+03,5.680288638083e+06,8.182158160606e+07,0.000000000000e+00,6.830418762144e+04,9.860761315264e-01
